Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Auvelity,,,,,,,,,,,,,,,,,,65,80.4,
,Sunosi,,,,,,,,,,,,,,,,,,22.1,24.4,
,Revenue,,,,,,,0,,,,16.845792,,,,,,,87.1,104.80000000000001,
,COGS,,,,,,,0,,,,1.923831,,,,,,,,,
,Gross Profit,,,,,,,0,,,,14.921961,,,,,,,,,
,R&D,,,,,,,13.180258,,,,14.877021,,,,,,,,,
,SG&A,,,,,,,20.226884,,,,40.892443,,,,,,,,,
,Operating Expenses,,,,,,,33.407142,,,,55.769464,,,,,,,,,
,Operating Income,,,,,,,-33.407142,,,,-40.847503,,,,,,,,,
,Interest Income,,,,,,,-1.475535,,,,-2.411,,,,,,,,,
,Pretax Income,,,,,,,-34.882677,,,,-43.258503000000005,,,,,,,,,
,Taxes,,,,,,,0,,,,0,,,,,,,,,
,Net Income,,,,,,,-34.882677,,,,-43.258503000000005,,,,,,,,,
,EPS,,,,,,,-0.925737333804022,,,,-1.0372656701953624,,,,,,,,,
,Shares,,,,,,,37.680966,,,,41.704362,,,,,,,,,
