Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,,,,,,,,,,Price,228,
,,,,,,,,,,,Shares,920,Q224
,,,,,,,,,,,MC,209760,
,,,,,,,,,,,Cash,17799,Q224
,,,,,,,,,,,Debt,56531,Q224
,,,,,,,,,,,EV,248492,
