Main,Unnamed: 1,Unnamed: 2
,Brand,Qulipta
,Generic,atogepant
,Indication,Migraine
,Clinical Trials,
,,"Phase III ""TEMPLE"" vs. topiramate"
,,beat onsafety and efficacy
