Main,Unnamed: 1,Unnamed: 2
,Brand,Lutathera
,Generic,177Lu dotatate
,Indication,somatostatin receptor-positive GEP-NETs
,Regulatory,Filed NDA 208700 7/24/2017
,Administration,IV
,MOA,radiolabeled  octreotide derivative
,Clinical Trials,
,,"Phase III ""NETTER-1"" n=229 SSTR+ midgut carcinoid tumors vs. octreotide LAR"
,,"PFS HR=0.21, OS HR=0.52"
