Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,Venmo (17% of TPV),,,,,,,,,,Price,59.35,
,PayPal Everywhere,,,,,,,,,,Shares,1014.0,Q424
,PSP (unbranded card processing) (35% of TPV),,,,,,,,,,MC,60180.9,
,Branded Checkout (30% of TPV),,,,,,,,,,Cash,15406.0,Q424
,P2P ex-Venmo (8% of TPV),,,,,,,,,,Debt,9879.0,Q424
,eBay (2% of TPV),,,,,,,,,,EV,54653.9,
,Other Merchant (9% of TPV),,,,,,,,,,,,
