Main,Unnamed: 1,Unnamed: 2
,Brand,Relyvrio
,Generic,"sodium phenylbutyrate, taurursodiol"
,Indication,ALS
,Clinical Trials,
,,"Phase III ""PHOENIX"" n=664 ALS"
,,
,,
,,
,,"Phase II ""CENTAUR"""
