Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,Brand Name,Abilify,,
,Indication,Schizophrenia,,
,Rx,,TRx,NRx
,,2007-06-01 00:00:00,99681,53825
,,2007-05-25 00:00:00,105466,59149
,,2006-06-01 00:00:00,90191,48972
