Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,Price,182.54,
,,,,,,,,,,,,Shares,420.09608399999996,Q424
,,,,,,,,,,,,MC,76684.33917335999,
,,,,,,,,,,,,Cash,,
,,,,,,,,,,,,Debt,,
,,,,,,,,,,,,EV,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,Headcount,23700.0,
