Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2020.0,2021.0,2022.0,2023.0,2024.0
,Units,,,,,,,1.402602,,,,,,,,,,,15.5,15.4,
,Battery MWh,,,,,,,120.2,170,,,,,,,,,,508.5,351.6,
,,,,,,,,,,,,,,,,,,,,,
,Revenue,724.652,726.016,711.118,551.082,302.57,263.339,303.458,380.9,380,,,,,,,,1382.049,2330.853,2290.786,
,COGS,,,387.776,,,,166.292,,,,,,,,,,827.627,1356.258,1232.398,
,Gross Profit,,,323.34200000000004,,,,137.16600000000003,,,,,,,,,,554.422,974.595,1058.3880000000001,
,R&D,,,60.043,,,,48.871,,,,,,,,,,105.526,168.846,227.336,
,S&M,,,58.405,,,,51.775,,,,,,,,,,128.974,215.102,231.792,
,G&A,,,34.397,,,,33.55,,,,,,,,,,104.09,140.002,137.835,
,Operating Expenses,,,152.845,0,0,0,134.196,,,,,,,,,,338.59000000000003,523.95,596.9630000000001,
,Operating Income,,,170.49700000000004,0,0,0,2.9700000000000273,,,,,,,,,,215.832,450.645,461.42500000000007,
,Interest Income,,,14.274,,,,9.417000000000002,,,,,,,,,,-44.457,3.787,67.398,
,Pretax Income,,,184.77100000000004,,,,12.387000000000029,,,,,,,,,,171.375,454.43199999999996,528.8230000000001,
,Taxes,,,27.403,,,,0.383,,,,,,,,,,-24.521,54.686,74.203,
,Net Income,,,157.36800000000005,,,,12.00400000000003,,,,,,,,,,195.89600000000002,399.746,454.6200000000001,
,EPS,,,1.0845635363685235,,,,0.08818495037576332,,,,,,,,,,,,,
,Shares,,,145.098,,,,136.123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,-0.5824616505577851,-0.6372820984661495,-0.5732663214825107,-0.3088142962390352,0.2559077238325016,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,352.028,744.817,696.78,
,,,,,,,,,,,,,,,,,,52.258,46.443,110.401,
,FCF,,,,,15.4,41.8,117.4,,,,,,,,,,299.77000000000004,698.374,586.379,
