Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,MOA,Indication,,,,,,Price,2.83,
,DKN-01,DKK1 mab,,,,,,,Shares,38.317897,Q324
,,,,,,,,,MC,108.43964851000001,
,,,,,,,,,Cash,62.823,Q324
,,,,,,,,,Debt,0.0,Q324
,,,,,,,,,EV,45.61664851000001,
,,,,,,,,,,,
,,,,,,,,,PIC,500.85,
,,,,,,,,,AD,451.94,
,,,,,,,,,,,
,,,,,,,,,Founded,2011.0,
