Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,Name,Ticker,Price,MC,Net Cash,EV,S/O,Update,Last,NPV,Upside,Discount,Terminal,ROIC,EV/E 22,EV/E 23,EV/E 24,2025.0,EPS 22,2023.0,2024.0,2025.0,Founded
x,Accenture,ACN US,,,,,,,,,,,,,,,,,,,,,
x,UPS,UPS US,,,,,,,,,,,,,,,,,,,,,
x,Tata Consultancy,TCS IN,,,,,,,,,,,,,,,,,,,,,
x,Infosys,INFO IN,,,,,,,,,,,,,,,,,,,,,
x,Prologis,PLD,,,,,,,,,,,,,,,,,,,,,
x,Fedex,FDX,,,,,,,,,,,,,,,,,,,,,
x,Recruit Holdings,6098 JP,,,,,,,,,,,,,,,,,,,,,
x,Marriott,MAR,,,,,,,,,,,,,,,,,,,,,
x,Hapag-Lloyd,HLAG GR,,,,,,,,,,,,,,,,,,,,,
x,Deutsche Post,DPW GR,,,,,,,,,,,,,,,,,,,,,
x,Sysco,SYY,,,,,,,,,,,,,,,,,,,,,
x,Ecolab,ECL,,,,,,,,,,,,,,,,,,,,,
x,Maersk,MAERSKB DC,,,,,,,,,,,,,,,,,,,,,
x,Itochu,8001 JP,,,,,,,,,,,,,,,,,,,,,
x,Newmont,NEM,,,,,,,,,,,,,,,,,,,,,
x,Republic Services,RSG,,,,,,,,,,,,,,,,,,,,,
x,Compass Group,CPG LN,,,,,,,,,,,,,,,,,,,,,
x,S F Holding Co,002352 CH,,,,,,,,,,,,,,,,,,,,,
x,Cognizant,CTSH,,,,,,,,,,,,,,,,,,,,,
x,Equinix,EQIX,,,,,,,,,,,,,,,,,,,,,
x,Mitsui,8031 JP,,,,,,,,,,,,,,,,,,,,,
x,DSV,DSV DC,,,,,,,,,,,,,,,,,,,,,
x,China State Construction,601668 CH,,,,,,,,,,,,,,,,,,,,,
x,Saint-Gobain Glass,SGGVP BB,,,,,,,,,,,,,,,,,,,,,
x,Waste Connection,WCN CN,,,,,,,,,,,,,,,,,,,,,
x,Cosco Shipping,1919 HK,,,,,,,,,,,,,,,,,,,,,
x,United Rentals,URI,,,,,,,,,,,,,,,,,,,,,
x,HCL Tech,HCLT IN,,,,,,,,,,,,,,,,,,,,,
x,DHL,DHL GR,,,,,,,,,,,,,,,,,,,,,
x,Transurban,TCL AU,,,,,,,,,,,,,,,,,,,,,
x,Old Dominion,ODFL,,,,,,,,,,,,,,,,,,,,,
x,Carvana,CVNA,191,,,,,,,,,,,,,,,,,,,,
x,Kuehne & Nagel,KNIN SW,,,,,,,,,,,,,,,,,,,,,
x,CapGemini,CAP FP,,,,,,,,,,,,,,,,,,,,,
