Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,Approved,Economics,,,,,Price JPY,6022.0,
,Leqembi (lecanemab),Alzheimer's,2023-01-07 00:00:00,BIIB,,,,,Shares,286.347412,Q224
,Aricept (donepezil),Alzheimer's,,,,,,,MC JPY,1724384.115064,
,Metoject (methotrexate),Rheumatoid Arthritis,,,,,,,Cash JPY,363555.0,Q224
,Lenvima/Kisplyx (lenvatinib),RCC,,MRK,,,,,Debt JPY,238423.0,Q224
,Halaven (eribulin),Breast Cancer,,,,,,,EV JPY,1599252.115064,
,Dayvigo (lemborexant,Insomnia,,,,,,,,,
,Humira (adalimumab),Rheumatoid Arthritis,,ABBV,,,,,,,
,Methycobal,Neuropathy,,,,,,,,,
,Elental,Diet,,,,,,,,,
,Jyseleca,Rheumatoid Arthritis,,JAK,,,,,,,
,Goofice,Constipation,,,,,,,,,
,Pariet,GERD,,PPI,,,,,,,
,Movicol,Constipation,,,,,,,,,
,Fycompa (perampanel),Epilepsy,,,,,,,,,
,,,,,,,,,,,
,E7386,Oncology,,,,,,,,,
,farletuzumab ecteribulin,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,12/23/22: Addresses lecanemab patient death report.,,,,,,
,,,,,12/16/22: terminates ADR program,,,,,,
,,,,,11/29/22: Addresses lecanemab patient death report.,,,,,,
