Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,Brand,Indication,Economics,MOA,Approved,IP,,,,,Price JPY,6100.0,
,Savaysa/Lixiana (edoxaban),,,,,,,,,,Shares,1914.36284,Q224
,Tarlige (mirogabalin),Pain,,,,,,,,,MC JPY,11677.613324000002,
,Pralia (denosumab),Osteoporosis,AMGN,,,,,,,,Cash JPY,1169.363,Q224
,Efient (prasugrel),,,,,,,,,,Debt JPY,164.994,Q224
,Tenelia (teneligliptin),T2D,,,,,,,,,EV JPY,10673.244324000003,
,,,,,Phase,,,,,,,,
