Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,Price JPY,12025.0,
,,,,,,,,,,,,,Price USD,87.8,
,,,,,,,,,,,,,Shares,1238.413,Q422
,,,,,,,,,,,,,MC JPY,14891916.325,
,,,,,,,,,,,,,MC USD,108732.6614,
,,,,,,,,,,,,,Cash JPY,1886413.0,Q422
,,,,,,,,,,,,,Debt JPY,1455438.0,Q422
,,,,,,,,,,,,,EV JPY,14460941.325,
