Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,Q223,Q323,Q423,Q224,Q324,Q424,,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31,2026-03-31
,Mobile,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Games,1096.1,1128.6,1208.2,1216.7,1233.9,1243.1,,825.823,1214.483,2350.568,1082.938,1413.698,1779.748,1792.892,2668.394,3088.97,3319.7,3423.2,4735.6,4693.5,,
,Advertising,188.6,170.6,158.1,121.5,119.2,116.7,,0,0,0,0,0,0,0,0,0,53.1,81.6,614.3,656.1,,
,Revenue,1284.6999999999998,1299.1999999999998,1366.3,1338.2,1353.1000000000001,1359.8,,825.823,1214.483,2350.568,1082.938,1413.698,1779.748,1792.892,2668.394,3088.97,3372.7999999999997,3504.7999999999997,5349.900000000001,5349.6,,
,COGS,605.5,883.8,688.2,567.1,625.2,599.9,,813.873,813.873,813.873,813.873,813.873,1022.959,898.311,1523.644,1542.45,1535.1,1535.4,3064.6,3107.8,,
,Gross Profit,679.1999999999998,415.39999999999986,678.0999999999999,771.1,727.9000000000001,759.9,,11.949999999999932,400.6099999999999,1536.6950000000002,269.06500000000005,599.825,756.7890000000001,894.581,1144.7499999999998,1546.5199999999998,1837.6999999999998,1969.3999999999996,2285.3000000000006,2241.8,,
,S&M,399.4,334.6,367.3,431.4,461.3,388.9,,198.309,198.309,198.309,198.309,198.309,285.453,256.092,391.4,458.424,445,516.4,1586.5,1550.2,,
,R&D,238.6,232.1,232,219.8,246.7,240.9,,192.452,192.452,192.452,192.452,192.452,211.409,247.828,281.234,318.235,317.3,406.6,887.6,948.2,,
,G&A,197.9,178.3,165,210.5,253,189.6,,119.807,119.807,119.807,119.807,119.807,137.915,196.373,230.17,296.398,390.4,510.9,839.5,716.1,,
,Operating Expenses,835.9,745,764.3,861.7,961,819.4,,510.568,510.568,510.568,510.568,510.568,634.7769999999999,700.2929999999999,902.804,1073.057,1152.6999999999998,1433.9,3313.6,3214.5,,
,Operating Income,-156.70000000000016,-329.60000000000014,-86.20000000000005,-90.60000000000002,-233.0999999999999,-59.5,,-498.61800000000005,-109.95800000000008,1026.1270000000002,-241.50299999999993,89.25700000000006,122.01200000000017,194.28800000000012,241.9459999999998,473.46299999999974,685,535.4999999999995,-1028.2999999999993,-972.6999999999998,,
,Interest Income,-25.4,-31.1,-22.5,-24.2,-25.9,-21,,0,0,0,0,0,1.048,1.048,26.113,,,,,,,
,Pretax Income,-182.10000000000016,-360.70000000000016,-108.70000000000005,-114.80000000000003,-258.9999999999999,-80.5,,-498.61800000000005,-109.95800000000008,1026.1270000000002,-241.50299999999993,89.25700000000006,123.06000000000017,195.33600000000013,268.0589999999998,473.46299999999974,685,535.4999999999995,-1028.2999999999993,-972.6999999999998,,
,Taxes,-22.9,-33.4,-60.7,49.8,41.2,-27.7,,0,0,0,0,0,9.662,-36.908,-101.052,,,,,,,
,Net Income,-159.20000000000016,-327.3000000000002,-48.00000000000004,-164.60000000000002,-300.1999999999999,-52.8,,-498.61800000000005,-109.95800000000008,1026.1270000000002,-241.50299999999993,89.25700000000006,113.39800000000017,232.24400000000014,369.1109999999998,473.46299999999974,685,535.4999999999995,-1028.2999999999993,-972.6999999999998,,
,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,0.04164396357126199,0.04148706896551757,-0.004757373929590858,,,,,-0.539286674539941,0.30542838094147573,0.2589308324691695,0.0073853152244025555,0.48831831476742593,0.15761390559265243,0.0918849972644602,0.03913662239089177,0.5264494407669484,-5.607581450128851e-05,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,-84.964,-4.567,700.262,212.814,261.305,331.429,493.527,843.515,685.678,912.3,258,1.1,-16.1,,
