Date,Close ,Adj Close ,Volume,Unnamed: 4
2018-08-02,123600.0,123600.0,8,
2018-08-01,116400.0,116400.0,3,
2018-07-31,116400.0,116400.0,5,
2018-07-30,116400.0,116400.0,3,
2018-07-27,115200.0,115200.0,7,
2018-07-26,118800.0,118800.0,7,
2018-07-25,127200.0,127200.0,11,
2018-07-24,121200.0,121200.0,50,
2018-07-23,104400.0,104400.0,3,
2018-07-20,105600.0,105600.0,7,
2018-07-19,110400.0,110400.0,3,
2018-07-18,112800.0,112800.0,5,
2018-07-17,111600.0,111600.0,3,
2018-07-16,114000.0,114000.0,3,
2018-07-13,115200.0,115200.0,4,
2018-07-12,116400.0,116400.0,3,
2018-07-11,116400.0,116400.0,4,
2018-07-10,117600.0,117600.0,5,
2018-07-09,120000.0,120000.0,14,
2018-07-06,123600.0,123600.0,43,
2018-07-05,108000.0,108000.0,6,
2018-07-03,111600.0,111600.0,2,
2018-07-02,114000.0,114000.0,4,
2018-06-29,114000.0,114000.0,4,
2018-06-28,116400.0,116400.0,5,
2018-06-27,117600.0,117600.0,6,
2018-06-26,115200.0,115200.0,10,
2018-06-25,122400.0,122400.0,9,
2018-06-22,129600.0,129600.0,21,
2018-06-21,129600.0,129600.0,16,
2018-06-20,130800.0,130800.0,12,
2018-06-19,127200.0,127200.0,6,
2018-06-18,132000.0,132000.0,10,
2018-06-15,128400.0,128400.0,9,
2018-06-14,133200.0,133200.0,21,
2018-06-13,129600.0,129600.0,6,
2018-06-12,132000.0,132000.0,7,
2018-06-11,136800.0,136800.0,15,
2018-06-08,128400.0,128400.0,36,
2018-06-07,141600.0,141600.0,218,
2018-06-06,96000.0,96000.0,7,
2018-06-05,97200.0,97200.0,7,
2018-06-04,96000.0,96000.0,8,
2018-06-01,94800.0,94800.0,12,
2018-05-31,85200.0,85200.0,26,
2018-05-30,105600.0,105600.0,21,
2018-05-29,122400.0,122400.0,34,
2018-05-25,182400.0,182400.0,8,
2018-05-24,183600.0,183600.0,2,
2018-05-23,184800.0,184800.0,3,
2018-05-22,183600.0,183600.0,4,
2018-05-21,186000.0,186000.0,3,
2018-05-18,187200.0,187200.0,4,
2018-05-17,192000.0,192000.0,5,
2018-05-16,184800.0,184800.0,7,
2018-05-15,187200.0,187200.0,5,
2018-05-14,193200.0,193200.0,4,
2018-05-11,194400.0,194400.0,4,
2018-05-10,195600.0,195600.0,6,
2018-05-09,206400.0,206400.0,30,
2018-05-08,194400.0,194400.0,4,
2018-05-07,192000.0,192000.0,5,
2018-05-04,190800.0,190800.0,3,
2018-05-03,190800.0,190800.0,5,
2018-05-02,187200.0,187200.0,6,
2018-05-01,202800.0,202800.0,4,
2018-04-30,196800.0,196800.0,4,
2018-04-27,202800.0,202800.0,7,
2018-04-26,199200.0,199200.0,6,
2018-04-25,184800.0,184800.0,3,
2018-04-24,181200.0,181200.0,4,
2018-04-23,183600.0,183600.0,8,
2018-04-20,193200.0,193200.0,7,
2018-04-19,199200.0,199200.0,5,
2018-04-18,200400.0,200400.0,8,
2018-04-17,205200.0,205200.0,4,
2018-04-16,206400.0,206400.0,5,
2018-04-13,210000.0,210000.0,3,
2018-04-12,214800.0,214800.0,4,
2018-04-11,217200.0,217200.0,9,
2018-04-10,206400.0,206400.0,4,
2018-04-09,216000.0,216000.0,10,
2018-04-06,204000.0,204000.0,8,
2018-04-05,211200.0,211200.0,10,
2018-04-04,214800.0,214800.0,26,
2018-04-03,190800.0,190800.0,17,
2018-04-02,198000.0,198000.0,17,
2018-03-29,220800.0,220800.0,29,
2018-03-28,248400.0,248400.0,53,
2018-03-27,302400.0,302400.0,102,
2018-03-26,264000.0,264000.0,77,
2018-03-23,228000.0,228000.0,59,
2018-03-22,216000.0,216000.0,8,
2018-03-21,216000.0,216000.0,5,
2018-03-20,216000.0,216000.0,4,
2018-03-19,216000.0,216000.0,5,
2018-03-16,228000.0,228000.0,7,
2018-03-15,216000.0,216000.0,8,
2018-03-14,228000.0,228000.0,10,
2018-03-13,240000.0,240000.0,16,
2018-03-12,240000.0,240000.0,23,
2018-03-09,216000.0,216000.0,57,
2018-03-08,180000.0,180000.0,14,
2018-03-07,168000.0,168000.0,6,
2018-03-06,168000.0,168000.0,9,
2018-03-05,168000.0,168000.0,9,
2018-03-02,168000.0,168000.0,10,
2018-03-01,168000.0,168000.0,12,
2018-02-28,180000.0,180000.0,9,
2018-02-27,192000.0,192000.0,15,
2018-02-26,204000.0,204000.0,10,
2018-02-23,216000.0,216000.0,7,
2018-02-22,216000.0,216000.0,10,
2018-02-21,228000.0,228000.0,11,
2018-02-20,240000.0,240000.0,8,
2018-02-16,240000.0,240000.0,14,
2018-02-15,276000.0,276000.0,22,
2018-02-14,240000.0,240000.0,11,
2018-02-13,240000.0,240000.0,8,
2018-02-12,240000.0,240000.0,11,
2018-02-09,252000.0,252000.0,10,
2018-02-08,252000.0,252000.0,10,
2018-02-07,264000.0,264000.0,12,
2018-02-06,276000.0,276000.0,17,
2018-02-05,300000.0,300000.0,58,
2018-02-02,240000.0,240000.0,6,
2018-02-01,264000.0,264000.0,5,
2018-01-31,252000.0,252000.0,5,
2018-01-30,240000.0,240000.0,4,
2018-01-29,228000.0,228000.0,8,
2018-01-26,240000.0,240000.0,9,
2018-01-25,240000.0,240000.0,14,
2018-01-24,276000.0,276000.0,3,
2018-01-23,276000.0,276000.0,6,
2018-01-22,276000.0,276000.0,17,
2018-01-19,264000.0,264000.0,4,
2018-01-18,276000.0,276000.0,4,
2018-01-17,276000.0,276000.0,6,
2018-01-16,276000.0,276000.0,8,
2018-01-12,288000.0,288000.0,5,
2018-01-11,300000.0,300000.0,3,
2018-01-10,300000.0,300000.0,4,
2018-01-09,300000.0,300000.0,5,
2018-01-08,312000.0,312000.0,5,
2018-01-05,300000.0,300000.0,8,
2018-01-04,324000.0,324000.0,21,
2018-01-03,300000.0,300000.0,11,
2018-01-02,276000.0,276000.0,7,
2017-12-29,300000.0,300000.0,6,
2017-12-28,312000.0,312000.0,6,
2017-12-27,312000.0,312000.0,6,
2017-12-26,312000.0,312000.0,4,
2017-12-22,324000.0,324000.0,10,
2017-12-21,300000.0,300000.0,7,
2017-12-20,324000.0,324000.0,7,
2017-12-19,324000.0,324000.0,6,
2017-12-18,348000.0,348000.0,8,
2017-12-15,372000.0,372000.0,9,
2017-12-14,372000.0,372000.0,19,
2017-12-13,384000.0,384000.0,12,
2017-12-12,432000.0,432000.0,8,
2017-12-11,468000.0,468000.0,18,
2017-12-08,516000.0,516000.0,22,
2017-12-07,516000.0,516000.0,33,
2017-12-06,444000.0,444000.0,4,
2017-12-05,480000.0,480000.0,5,
2017-12-04,492000.0,492000.0,4,
2017-12-01,516000.0,516000.0,5,
2017-11-30,516000.0,516000.0,5,
2017-11-29,552000.0,552000.0,4,
2017-11-28,552000.0,552000.0,5,
2017-11-27,612000.0,612000.0,8,
2017-11-24,564000.0,564000.0,4,
2017-11-22,600000.0,600000.0,7,
2017-11-21,672000.0,672000.0,9,
2017-11-20,696000.0,696000.0,9,
2017-11-17,684000.0,684000.0,31,
2017-11-16,648000.0,648000.0,5,
2017-11-15,660000.0,660000.0,10,
2017-11-14,744000.0,744000.0,15,
2017-11-13,852000.0,852000.0,9,
2017-11-10,864000.0,864000.0,19,
2017-11-09,1044000.0,1044000.0,23,
2017-11-08,1080000.0,1080000.0,38,
2017-11-07,2784000.0,2784000.0,80,
2017-11-06,2016000.0,2016000.0,86,
2017-11-03,864000.0,864000.0,46,
2017-11-02,516000.0,516000.0,1,
2017-11-01,516000.0,516000.0,1,
2017-10-31,576000.0,576000.0,1,
2017-10-30,636000.0,636000.0,1,
2017-10-27,624000.0,624000.0,3,
2017-10-26,804000.0,804000.0,12,
2017-10-25,600000.0,600000.0,4,
2017-10-24,456000.0,456000.0,1,
2017-10-23,492000.0,492000.0,1,
2017-10-20,480000.0,480000.0,4,
2017-10-19,612000.0,612000.0,1,
2017-10-18,660000.0,660000.0,1,
2017-10-17,708000.0,708000.0,1,
2017-10-16,624000.0,624000.0,2,
2017-10-13,720000.0,720000.0,9,
2017-10-12,624000.0,624000.0,2,
2017-10-11,600000.0,600000.0,1,
2017-10-10,648000.0,648000.0,1,
2017-10-09,660000.0,660000.0,1,
2017-10-06,636000.0,636000.0,2,
2017-10-05,648000.0,648000.0,1,
2017-10-04,744000.0,744000.0,2,
2017-10-03,720000.0,720000.0,2,
2017-10-02,696000.0,696000.0,1,
2017-09-29,744000.0,744000.0,1,
2017-09-28,792000.0,792000.0,1,
2017-09-27,840000.0,840000.0,2,
2017-09-26,816000.0,816000.0,1,
2017-09-25,888000.0,888000.0,-,
2017-09-22,912000.0,912000.0,1,
2017-09-21,960000.0,960000.0,1,
2017-09-20,912000.0,912000.0,1,
2017-09-19,984000.0,984000.0,1,
2017-09-18,1032000.0,1032000.0,1,
2017-09-15,1032000.0,1032000.0,2,
2017-09-14,1248000.0,1248000.0,6,
2017-09-13,912000.0,912000.0,-,
2017-09-12,984000.0,984000.0,1,
2017-09-11,1056000.0,1056000.0,1,
2017-09-08,1056000.0,1056000.0,1,
2017-09-07,1224000.0,1224000.0,1,
2017-09-06,1104000.0,1104000.0,-,
2017-09-05,1056000.0,1056000.0,1,
2017-09-01,1248000.0,1248000.0,-,
2017-08-31,1368000.0,1368000.0,1,
2017-08-30,1320000.0,1320000.0,1,
2017-08-29,1728000.0,1728000.0,1,
2017-08-28,2088000.0,2088000.0,-,
2017-08-25,2472000.0,2472000.0,-,
2017-08-24,2376000.0,2376000.0,1,
2017-08-23,2640000.0,2640000.0,1,
2017-08-22,2880000.0,2880000.0,1,
2017-08-21,3120000.0,3120000.0,-,
2017-08-18,3048000.0,3048000.0,1,
2017-08-17,3144000.0,3144000.0,-,
2017-08-16,3168000.0,3168000.0,1,
2017-08-15,3384000.0,3384000.0,1,
2017-08-14,3600000.0,3600000.0,1,
2017-08-11,3384000.0,3384000.0,2,
2017-08-10,2928000.0,2928000.0,1,
2017-08-09,3264000.0,3264000.0,1,
2017-08-08,3744000.0,3744000.0,-,
2017-08-07,4488000.0,4488000.0,-,
2017-08-04,4536000.0,4536000.0,1,
2017-08-03,5520000.0,5520000.0,2,
2017-08-02,17280000.0,17280000.0,-,
2017-08-01,23760000.0,23760000.0,-,
2017-07-31,18720000.0,18720000.0,-,
2017-07-28,24480000.0,24480000.0,-,
2017-07-27,25920000.0,25920000.0,-,
2017-07-26,23040000.0,23040000.0,-,
2017-07-25,33120000.0,33120000.0,-,
2017-07-24,32400000.0,32400000.0,1,
2017-07-21,18720000.0,18720000.0,-,
2017-07-20,15120000.0,15120000.0,-,
2017-07-19,15120000.0,15120000.0,-,
2017-07-18,15120000.0,15120000.0,-,
2017-07-17,13680000.0,13680000.0,-,
2017-07-14,15120000.0,15120000.0,-,
2017-07-13,15840000.0,15840000.0,-,
2017-07-12,17280000.0,17280000.0,-,
2017-07-11,18000000.0,18000000.0,-,
2017-07-10,18720000.0,18720000.0,-,
2017-07-07,20160000.0,20160000.0,-,
2017-07-06,23040000.0,23040000.0,-,
2017-07-05,25920000.0,25920000.0,-,
2017-07-03,26640000.0,26640000.0,-,
2017-06-30,30240000.0,30240000.0,-,
2017-06-29,30960000.0,30960000.0,-,
2017-06-28,42480000.0,42480000.0,-,
2017-06-27,56160000.0,56160000.0,-,
2017-06-26,48960000.0,48960000.0,-,
2017-06-23,57600000.0,57600000.0,-,
2017-06-22,172800000.0,172800000.0,-,
2017-06-21,226800000.0,226800000.0,-,
2017-06-20,226800000.0,226800000.0,-,
2017-06-19,216000000.0,216000000.0,-,
2017-06-16,237600000.0,237600000.0,-,
2017-06-15,237600000.0,237600000.0,-,
2017-06-14,248400000.0,248400000.0,-,
2017-06-13,237600000.0,237600000.0,-,
2017-06-12,248400000.0,248400000.0,-,
2017-06-09,280800000.0,280800000.0,-,
2017-06-08,270000000.0,270000000.0,-,
2017-06-07,291600000.0,291600000.0,-,
2017-06-06,345600000.0,345600000.0,-,
2017-06-05,324000000.0,324000000.0,-,
2017-06-02,313200000.0,313200000.0,-,
2017-06-01,324000000.0,324000000.0,-,
2017-05-31,345600000.0,345600000.0,-,
2017-05-30,421200000.0,421200000.0,-,
2017-05-26,399600000.0,399600000.0,-,
2017-05-25,421200000.0,421200000.0,-,
2017-05-24,442800000.0,442800000.0,-,
2017-05-23,518400000.0,518400000.0,-,
2017-05-22,550800000.0,550800000.0,-,
2017-05-19,723600000.0,723600000.0,-,
2017-05-18,745200000.0,745200000.0,-,
2017-05-17,939600000.0,939600000.0,-,
2017-05-16,1058400000.0,1058400000.0,-,
2017-05-15,1036800000.0,1036800000.0,-,
2017-05-12,1566000000.0,1566000000.0,-,
2017-05-11,1976400000.0,1976400000.0,-,
2017-05-10,3888000000.0,3888000000.0,-,
2017-05-09,4536000000.0,4536000000.0,-,
2017-05-08,4752000000.0,4752000000.0,-,
2017-05-05,4752000000.0,4752000000.0,-,
2017-05-04,4752000000.0,4752000000.0,-,
2017-05-03,4752000000.0,4752000000.0,-,
2017-05-02,4752000000.0,4752000000.0,-,
2017-05-01,4752000000.0,4752000000.0,-,
2017-04-28,6264000000.0,6264000000.0,-,
2017-04-27,7992000000.0,7992000000.0,-,
2017-04-26,8640000000.0,8640000000.0,-,
2017-04-25,8640000000.0,8640000000.0,-,
2017-04-24,8424000000.0,8424000000.0,-,
2017-04-21,11448000512.0,11448000512.0,-,
2017-04-20,11232000000.0,11232000000.0,-,
2017-04-19,11664000000.0,11664000000.0,-,
2017-04-18,11448000512.0,11448000512.0,-,
2017-04-17,11232000000.0,11232000000.0,-,
2017-04-13,12312000512.0,12312000512.0,-,
2017-04-12,13176000512.0,13176000512.0,-,
2017-04-11,10800000000.0,10800000000.0,-,
2017-04-10,11232000000.0,11232000000.0,-,
2017-04-07,10800000000.0,10800000000.0,-,
2017-04-06,14040000512.0,14040000512.0,-,
2017-04-05,18575998976.0,18575998976.0,-,
2017-04-04,23328000000.0,23328000000.0,-,
2017-04-03,23111999488.0,23111999488.0,-,
2017-03-31,23328000000.0,23328000000.0,-,
2017-03-30,22680000512.0,22680000512.0,-,
2017-03-29,24408000512.0,24408000512.0,-,
2017-03-28,24624001024.0,24624001024.0,-,
2017-03-27,26567999488.0,26567999488.0,-,
2017-03-24,25056000000.0,25056000000.0,-,
2017-03-23,23975999488.0,23975999488.0,-,
2017-03-22,28080001024.0,28080001024.0,-,
2017-03-21,28512000000.0,28512000000.0,-,
2017-03-20,29592000512.0,29592000512.0,-,
2017-03-17,42552000512.0,42552000512.0,-,
2017-03-16,47519997952.0,47519997952.0,-,
2017-03-15,22680000512.0,22680000512.0,-,
2017-03-14,25272000512.0,25272000512.0,-,
2017-03-13,26567999488.0,26567999488.0,-,
2017-03-10,29376000000.0,29376000000.0,-,
2017-03-09,30887999488.0,30887999488.0,-,
2017-03-08,33912000512.0,33912000512.0,-,
2017-03-07,36072001536.0,36072001536.0,-,
2017-03-06,40824000512.0,40824000512.0,-,
2017-03-03,44280000512.0,44280000512.0,-,
2017-03-02,41904001024.0,41904001024.0,-,
2017-03-01,44928000000.0,44928000000.0,-,
2017-02-28,46440001536.0,46440001536.0,-,
2017-02-27,48168001536.0,48168001536.0,-,
2017-02-24,51624001536.0,51624001536.0,-,
2017-02-23,48816001024.0,48816001024.0,-,
2017-02-22,51840000000.0,51840000000.0,-,
2017-02-21,57887997952.0,57887997952.0,-,
2017-02-17,69551996928.0,69551996928.0,-,
2017-02-16,64799997952.0,64799997952.0,-,
2017-02-15,47303999488.0,47303999488.0,-,
2017-02-14,46656000000.0,46656000000.0,-,
2017-02-13,45575999488.0,45575999488.0,-,
2017-02-10,44928000000.0,44928000000.0,-,
2017-02-09,45143998464.0,45143998464.0,-,
2017-02-08,45143998464.0,45143998464.0,-,
2017-02-07,45792002048.0,45792002048.0,-,
2017-02-06,48168001536.0,48168001536.0,-,
2017-02-03,44928000000.0,44928000000.0,-,
2017-02-02,44928000000.0,44928000000.0,-,
2017-02-01,45792002048.0,45792002048.0,-,
2017-01-31,47736000512.0,47736000512.0,-,
2017-01-30,43847999488.0,43847999488.0,-,
2017-01-27,46223998976.0,46223998976.0,-,
2017-01-26,49464000512.0,49464000512.0,-,
2017-01-25,50112000000.0,50112000000.0,-,
2017-01-24,49679998976.0,49679998976.0,-,
2017-01-23,50112000000.0,50112000000.0,-,
2017-01-20,51407998976.0,51407998976.0,-,
2017-01-19,51407998976.0,51407998976.0,-,
2017-01-18,51192000512.0,51192000512.0,-,
2017-01-17,49896001536.0,49896001536.0,-,
2017-01-13,54000001024.0,54000001024.0,-,
2017-01-12,49031999488.0,49031999488.0,-,
2017-01-11,50327998464.0,50327998464.0,-,
2017-01-10,49248002048.0,49248002048.0,-,
2017-01-09,50759999488.0,50759999488.0,-,
2017-01-06,52920000512.0,52920000512.0,-,
2017-01-05,52487999488.0,52487999488.0,-,
2017-01-04,51624001536.0,51624001536.0,-,
2017-01-03,50544001024.0,50544001024.0,-,
2016-12-30,48599998464.0,48599998464.0,-,
2016-12-29,50112000000.0,50112000000.0,-,
2016-12-28,50759999488.0,50759999488.0,-,
2016-12-27,52272001024.0,52272001024.0,-,
2016-12-23,52487999488.0,52487999488.0,-,
2016-12-22,55296000000.0,55296000000.0,-,
2016-12-21,56808001536.0,56808001536.0,-,
2016-12-20,56808001536.0,56808001536.0,-,
2016-12-19,58319998976.0,58319998976.0,-,
2016-12-16,60047998976.0,60047998976.0,-,
2016-12-15,64799997952.0,64799997952.0,-,
2016-12-14,51624001536.0,51624001536.0,-,
2016-12-13,59399999488.0,59399999488.0,-,
2016-12-12,61560000512.0,61560000512.0,-,
2016-12-09,64368001024.0,64368001024.0,-,
2016-12-08,63720001536.0,63720001536.0,-,
2016-12-07,64799997952.0,64799997952.0,-,
2016-12-06,65016000512.0,65016000512.0,-,
2016-12-05,67176001536.0,67176001536.0,-,
2016-12-02,65664000000.0,65664000000.0,-,
2016-12-01,67392000000.0,67392000000.0,-,
2016-11-30,68904001536.0,68904001536.0,-,
2016-11-29,66528002048.0,66528002048.0,-,
2016-11-28,64799997952.0,64799997952.0,-,
2016-11-25,69335998464.0,69335998464.0,-,
2016-11-23,73224003584.0,73224003584.0,-,
2016-11-22,74087997440.0,74087997440.0,-,
2016-11-21,71064002560.0,71064002560.0,-,
2016-11-18,83375996928.0,83375996928.0,-,
2016-11-17,93960003584.0,93960003584.0,-,
2016-11-16,131543998464.0,131543998464.0,-,
2016-11-15,116423999488.0,116423999488.0,-,
2016-11-14,73440002048.0,73440002048.0,-,
2016-11-11,61127999488.0,61127999488.0,-,
2016-11-10,63288000512.0,63288000512.0,-,
2016-11-09,50759999488.0,50759999488.0,-,
2016-11-08,50112000000.0,50112000000.0,-,
2016-11-07,47736000512.0,47736000512.0,-,
2016-11-04,46656000000.0,46656000000.0,-,
2016-11-03,49679998976.0,49679998976.0,-,
2016-11-02,46656000000.0,46656000000.0,-,
2016-11-01,54431997952.0,54431997952.0,-,
2016-10-31,54215999488.0,54215999488.0,-,
2016-10-28,56160002048.0,56160002048.0,-,
2016-10-27,57024000000.0,57024000000.0,-,
2016-10-26,57671999488.0,57671999488.0,-,
2016-10-25,59399999488.0,59399999488.0,-,
2016-10-24,58104000512.0,58104000512.0,-,
2016-10-21,60695998464.0,60695998464.0,-,
2016-10-20,64799997952.0,64799997952.0,-,
2016-10-19,57456001024.0,57456001024.0,-,
2016-10-18,56376000512.0,56376000512.0,-,
2016-10-17,56160002048.0,56160002048.0,-,
2016-10-14,57671999488.0,57671999488.0,-,
2016-10-13,60695998464.0,60695998464.0,-,
2016-10-12,64583999488.0,64583999488.0,-,
2016-10-11,66744000512.0,66744000512.0,-,
2016-10-10,72144003072.0,72144003072.0,-,
2016-10-07,69335998464.0,69335998464.0,-,
2016-10-06,71711997952.0,71711997952.0,-,
2016-10-05,71280001024.0,71280001024.0,-,
2016-10-04,71280001024.0,71280001024.0,-,
2016-10-03,74520002560.0,74520002560.0,-,
2016-09-30,75167997952.0,75167997952.0,-,
2016-09-29,79272001536.0,79272001536.0,-,
2016-09-28,72144003072.0,72144003072.0,-,
2016-09-27,69335998464.0,69335998464.0,-,
2016-09-26,72360001536.0,72360001536.0,-,
2016-09-23,73440002048.0,73440002048.0,-,
2016-09-22,76896002048.0,76896002048.0,-,
2016-09-21,79703998464.0,79703998464.0,-,
2016-09-20,73007996928.0,73007996928.0,-,
2016-09-19,67392000000.0,67392000000.0,-,
2016-09-16,73224003584.0,73224003584.0,-,
2016-09-15,76247998464.0,76247998464.0,-,
2016-09-14,82295996416.0,82295996416.0,-,
2016-09-13,82079997952.0,82079997952.0,-,
2016-09-12,86831996928.0,86831996928.0,-,
2016-09-09,84239998976.0,84239998976.0,-,
2016-09-08,87480000512.0,87480000512.0,-,
2016-09-07,87911997440.0,87911997440.0,-,
2016-09-06,88560001024.0,88560001024.0,-,
2016-09-02,87048003584.0,87048003584.0,-,
2016-09-01,87264002048.0,87264002048.0,-,
2016-08-31,85535997952.0,85535997952.0,-,
2016-08-30,85751996416.0,85751996416.0,-,
2016-08-29,86615998464.0,86615998464.0,-,
2016-08-26,92231999488.0,92231999488.0,-,
2016-08-25,103031996416.0,103031996416.0,-,
2016-08-24,100439998464.0,100439998464.0,-,
2016-08-23,81863999488.0,81863999488.0,-,
2016-08-22,85319999488.0,85319999488.0,-,
2016-08-19,90720002048.0,90720002048.0,-,
2016-08-18,94392000512.0,94392000512.0,-,
2016-08-17,95687999488.0,95687999488.0,-,
2016-08-16,98712002560.0,98712002560.0,-,
2016-08-15,104328003584.0,104328003584.0,-,
2016-08-12,98928001024.0,98928001024.0,-,
2016-08-11,98928001024.0,98928001024.0,-,
2016-08-10,103464001536.0,103464001536.0,-,
2016-08-09,110160003072.0,110160003072.0,-,
2016-08-08,113616003072.0,113616003072.0,-,
2016-08-05,124416000000.0,124416000000.0,-,
2016-08-04,114479996928.0,114479996928.0,-,
2016-08-03,124631998464.0,124631998464.0,-,
2016-08-02,134999998464.0,134999998464.0,-,
2016-08-01,142775992320.0,142775992320.0,-,
2016-07-29,55943999488.0,55943999488.0,-,
2016-07-28,65879998464.0,65879998464.0,-,
2016-07-27,76032000000.0,76032000000.0,-,
2016-07-26,69551996928.0,69551996928.0,-,
2016-07-25,74520002560.0,74520002560.0,-,
2016-07-22,87264002048.0,87264002048.0,-,
2016-07-21,69551996928.0,69551996928.0,-,
2016-07-20,47951998976.0,47951998976.0,-,
2016-07-19,35424002048.0,35424002048.0,-,
2016-07-18,33264001024.0,33264001024.0,-,
2016-07-15,33264001024.0,33264001024.0,-,
2016-07-14,33912000512.0,33912000512.0,-,
2016-07-13,34992001024.0,34992001024.0,-,
2016-07-12,32399998976.0,32399998976.0,-,
2016-07-11,33479999488.0,33479999488.0,-,
2016-07-08,32184000512.0,32184000512.0,-,
2016-07-07,35207999488.0,35207999488.0,-,
2016-07-06,33696000000.0,33696000000.0,-,
2016-07-05,34992001024.0,34992001024.0,-,
2016-07-01,36503998464.0,36503998464.0,-,
2016-06-30,36503998464.0,36503998464.0,-,
2016-06-29,36503998464.0,36503998464.0,-,
2016-06-28,36503998464.0,36503998464.0,-,
2016-06-27,34560000000.0,34560000000.0,-,
2016-06-24,35855998976.0,35855998976.0,-,
2016-06-23,39096000512.0,39096000512.0,-,
2016-06-22,36935999488.0,36935999488.0,-,
2016-06-21,38016000000.0,38016000000.0,-,
2016-06-20,39096000512.0,39096000512.0,-,
2016-06-17,41472000000.0,41472000000.0,-,
2016-06-16,41472000000.0,41472000000.0,-,
2016-06-15,40607997952.0,40607997952.0,-,
2016-06-14,38880002048.0,38880002048.0,-,
2016-06-13,44063997952.0,44063997952.0,-,
2016-06-10,43200000000.0,43200000000.0,-,
2016-06-09,47951998976.0,47951998976.0,-,
2016-06-08,47519997952.0,47519997952.0,-,
2016-06-07,51624001536.0,51624001536.0,-,
2016-06-06,50327998464.0,50327998464.0,-,
2016-06-03,50327998464.0,50327998464.0,-,
2016-06-02,50544001024.0,50544001024.0,-,
2016-06-01,50759999488.0,50759999488.0,-,
2016-05-31,48816001024.0,48816001024.0,-,
2016-05-27,49679998976.0,49679998976.0,-,
2016-05-26,47303999488.0,47303999488.0,-,
2016-05-25,47303999488.0,47303999488.0,-,
2016-05-24,51407998976.0,51407998976.0,-,
2016-05-23,56376000512.0,56376000512.0,-,
2016-05-20,52920000512.0,52920000512.0,-,
2016-05-19,49896001536.0,49896001536.0,-,
2016-05-18,51624001536.0,51624001536.0,-,
2016-05-17,49679998976.0,49679998976.0,-,
2016-05-16,49896001536.0,49896001536.0,-,
2016-05-13,50975997952.0,50975997952.0,-,
2016-05-12,51192000512.0,51192000512.0,-,
2016-05-11,50975997952.0,50975997952.0,-,
2016-05-10,51192000512.0,51192000512.0,-,
2016-05-09,51192000512.0,51192000512.0,-,
2016-05-06,51407998976.0,51407998976.0,-,
2016-05-05,49896001536.0,49896001536.0,-,
2016-05-04,52920000512.0,52920000512.0,-,
2016-05-03,50975997952.0,50975997952.0,-,
2016-05-02,55511998464.0,55511998464.0,-,
2016-04-29,60264001536.0,60264001536.0,-,
2016-04-28,59616002048.0,59616002048.0,-,
2016-04-27,56808001536.0,56808001536.0,-,
2016-04-26,57887997952.0,57887997952.0,-,
2016-04-25,59399999488.0,59399999488.0,-,
2016-04-22,58536001536.0,58536001536.0,-,
2016-04-21,56160002048.0,56160002048.0,-,
2016-04-20,55728001024.0,55728001024.0,-,
2016-04-19,54648000512.0,54648000512.0,-,
2016-04-18,43200000000.0,43200000000.0,-,
2016-04-15,45143998464.0,45143998464.0,-,
2016-04-14,46656000000.0,46656000000.0,-,
2016-04-13,44712001536.0,44712001536.0,-,
2016-04-12,42984001536.0,42984001536.0,-,
2016-04-11,43847999488.0,43847999488.0,-,
2016-04-08,40391999488.0,40391999488.0,-,
2016-04-07,40824000512.0,40824000512.0,-,
2016-04-06,39311998976.0,39311998976.0,-,
2016-04-05,43632001024.0,43632001024.0,-,
2016-04-04,41472000000.0,41472000000.0,-,
2016-04-01,43415998464.0,43415998464.0,-,
2016-03-31,42984001536.0,42984001536.0,-,
2016-03-30,42767998976.0,42767998976.0,-,
2016-03-29,42336002048.0,42336002048.0,-,
2016-03-28,42767998976.0,42767998976.0,-,
2016-03-24,43415998464.0,43415998464.0,-,
2016-03-23,43415998464.0,43415998464.0,-,
2016-03-22,47303999488.0,47303999488.0,-,
2016-03-21,47519997952.0,47519997952.0,-,
2016-03-18,47519997952.0,47519997952.0,-,
2016-03-17,53352001536.0,53352001536.0,-,
2016-03-16,49031999488.0,49031999488.0,-,
2016-03-15,49031999488.0,49031999488.0,-,
2016-03-14,52055998464.0,52055998464.0,-,
2016-03-11,57239998464.0,57239998464.0,-,
2016-03-10,58319998976.0,58319998976.0,-,
2016-03-09,65016000512.0,65016000512.0,-,
2016-03-08,67176001536.0,67176001536.0,-,
2016-03-07,70631997440.0,70631997440.0,-,
2016-03-04,75600003072.0,75600003072.0,-,
2016-03-03,74951999488.0,74951999488.0,-,
2016-03-02,72360001536.0,72360001536.0,-,
2016-03-01,76463996928.0,76463996928.0,-,
2016-02-29,62423998464.0,62423998464.0,-,
2016-02-26,60695998464.0,60695998464.0,-,
2016-02-25,60480000000.0,60480000000.0,-,
2016-02-24,44280000512.0,44280000512.0,-,
2016-02-23,47088001024.0,47088001024.0,-,
2016-02-22,48599998464.0,48599998464.0,-,
2016-02-19,45360001024.0,45360001024.0,-,
2016-02-18,49679998976.0,49679998976.0,-,
2016-02-17,45360001024.0,45360001024.0,-,
2016-02-16,51840000000.0,51840000000.0,-,
2016-02-12,47519997952.0,47519997952.0,-,
2016-02-11,47519997952.0,47519997952.0,-,
2016-02-10,45360001024.0,45360001024.0,-,
