Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,1H20,2H20,1H21,2H21,1H22,2H22,1H23,2H23,1H24,2H24
,Revenue,,,14353.781,,15193.738,,14283.672,,15874.403,
,COGS,,,2753.121,,2959.599,,2599.759,,2844.7800000000007,
,Gross Profit,,,11600.66,,12234.139,,11683.913,,13029.623,
,S&D,,,5665.489,,5751.55,,,,,
,Admin,,,1126.36,,1182.354,,,,,
,R&D,,,1781.597,,2048.604,,,,,
,Operating Expenses,,,8573.446,0,8982.508,0,0,0,0,
,Operating Income,,,3027.214,0,3251.6309999999994,0,11683.913,0,13029.623,
,Interest Income,,,-147.223,,-169.27,,,,,
,Pretax Income,,,2879.991,0,3082.3609999999994,0,,,,
,Taxes,,,2498.175,,1833.5749999999998,,,,,
,Net Income,,,381.8159999999998,0,1248.7859999999996,0,,,,
