Main,Unnamed: 1,Unnamed: 2
,Brand,"fka IBI362, LY3305677"
,Generic,mazdutide
,Indication,Obesity
,MOA,"GLP-1, Glucagon Receptor agonist"
,,oxyntomodulin analog with fatty acid chain
,Economics,Innovent has Chinese rights
,Administration,once-weekly
,Clinical Trials,
,,Phase II n=248 China 24-week obesity. Nat Comm 2023
