Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,Price SEK,114.75,
,,,,,,,,,,Shares,2706.294,Q422
,,,,,,,,,,MC SEK,310547.2365,
,,,,,,,,,,Cash SEK,486.29999999999995,Q422
,,,,,,,,,,Debt SEK,3842.6,Q422
,,,,,,,,,,EV SEK,313903.5365,
