Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,27.5,
,,,,,,,,,Shares,535.6,Q224
,,,,,,,,,MC,14729.0,
,,,,,,,,,Cash,1115.0,Q224
,,,,,,,,,Debt,0.0,Q224
,,,,,,,,,EV,13614.0,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Founded: 2011,,
