Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,Stock,P&L,Value,Absolute,Buys,Sells,Buy Avg,Sell Avg,Buy Amt,Sell Amt,Profit,Fee,P&L-ExFee,Fee %,Fee/Shr,Profit,
,AAPL,-667,15079,15079,925,730,216.03432,215.79,199831.746,157526.69999999998,0,24.94,,6.978987142786042e-05,0.015069486404833838,0,
,ABBV,-542,71953,71953,0,0,0,0,0,0,0,0,,,,0,
,ABT,-131,-15163,15163,160,280,126.91,126.67286,20305.6,35468.4008,0,4.46,,7.996557421069926e-05,0.010136363636363636,0,
,ADBE,122,776,776,141,135,390.41723,391.38778,55048.829430000005,52837.350300000006,1,7.63,,7.072268217389034e-05,0.027644927536231885,0,
,AMZN,-59,-19554,19554,275,375,193.7,194.05867,53267.5,72772.00125,0,9.98,,7.918152564095456e-05,0.015353846153846154,0,
,AVGO,-128,-19549,19549,450,420,192.42793,192.66697,86592.56850000001,80920.1274,0,23.38,,0.00013957151053169814,0.026873563218390805,0,
,BABA,212,4300,4300,270,240,143.05433,143.56,38624.6691,34454.4,1,9.66,,0.00013218559183863498,0.018941176470588236,0,
,COST,3,45230,45230,270,240,902.43296,901.84,243656.89919999999,216441.6,1,23.02,,5.0032764810200886e-05,0.045137254901960785,0,
,CRM,75,-22351,22351,500,600,279.0904,279.282,139545.19999999998,167569.19999999998,1,22.95,,7.472785385511067e-05,0.020863636363636362,0,
,GOOGL,-296,-24607,24607,540,600,163.16111,163.312,88106.9994,97987.20000000001,0,14.01,,7.528445295538856e-05,0.012289473684210525,0,
,JNJ,169,-13039,13039,90,30,163.38667,163.98,14704.8003,4919.4,1,1.43,,7.28692113889604e-05,0.011916666666666666,0,
,JPM,-442,0,0,400,300,238.63313,238.41917,95453.252,71525.751,0,11.17,,6.689463824382758e-05,0.015957142857142857,0,
,KO,-43,-9699,9699,0,140,0,68.98,0,9657.2,0,0.86,,8.905272749865385e-05,0.006142857142857143,0,
,LLY,-628,-30132,30132,219,216,834.11041,833.91986,182670.17979,180126.68975999998,0,30.2,,8.324217360932299e-05,0.06942528735632184,0,
,MA,-103,42887,42887,660,480,534.42515,534.86917,352720.59900000005,256737.20160000003,0,26.25,,4.307107066995837e-05,0.023026315789473683,0,
,META,474,23362,23362,400,440,582.87925,583.81523,233151.69999999998,256878.7012,1,32.62,,6.656729851886585e-05,0.03883333333333333,0,
,MSFT,-39,-5817,5817,0,15,0,385.5,0,5782.5,0,0.49,,8.473843493298747e-05,0.03266666666666666,0,
,NFLX,140,-23987,23987,95,120,954.98316,957.23875,90723.4002,114868.65,1,17.87,,8.691970327946076e-05,0.08311627906976744,0,
,NVDA,92,-7042,7042,840,920,117.89762,117.93174,99034.00080000001,108497.2008,1,15.3,,7.372385396529212e-05,0.008693181818181819,0,
,NVO,-69,-21330,21330,1740,1980,79.55897,79.43788,138432.6078,157287.00240000003,0,22.83,,7.720150849840393e-05,0.006137096774193548,0,
,ORCL,189,-21495,21495,1365,1505,152.22974,152.3993,207793.59509999998,229360.94650000002,1,32.58,,7.452741971010098e-05,0.01135191637630662,0,
,PFE,100,26200,26200,4200,3165,26.31524,26.38659,110524.008,83513.55735,1,10.5,,5.411323307968933e-05,0.0014256619144602852,0,
,PG,-8,0,0,30,30,168.02,167.78,5040.6,5033.4,0,0.79,,7.841969426245782e-05,0.013166666666666667,0,
,SNY,-55,20217,20217,2380,2040,58.72175,58.72292,139757.765,119794.7568,0,13.72,,5.2860206885495184e-05,0.0031040723981900454,0,
,TSLA,799,0,0,1345,1395,234.17647,234.46129,314967.35215,327073.49955,1,41.69,,6.493356285602846e-05,0.015215328467153283,0,
,TSM,-318,-52257,52257,0,0,0,0,0,0,0,,,,,0,
,UNH,135,5032,5032,120,110,502.6625,503.93,60319.5,55432.3,1,9.39,,8.112184864511826e-05,0.04082608695652174,0,
,V,-106,-25485,25485,454,508,337.7126,337.99689,153321.5204,171702.42012,0,26.68,,8.208626096070075e-05,0.027733887733887734,0,
,WMT,331,22969,22969,240,544,337.7126,337.99689,81051.024,183870.30816000002,1,4.75,,1.7929850953381226e-05,0.006058673469387755,0,
,Total,-793,-33502,589512,18109,17558,,,3204645.9161700006,3258038.4649899993,0,439.15000000000003,-353.84999999999997,6.795163961282233e-05,0.012312501752320073,0,
,,,,,,,,,6462684.38116,,,,,0.4482758620689655,,,0.0
