Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,2022.0,2023.0,2024.0
,RE AUM,326.1,336.9,315.4
,PE AUM,299.9,314.4,352.2
,Credit AUM,273.7,312.7,375.5
,Hedge AUM,74.9,76.2,84.2
,AUM,974.6,1040.2,1127.3
,,,,
,,0.006467591832546685,0.006413439723130167,0.006377127650137497
,,,,
,Management,6303.315,6671.26,7188.936
,Incentive,525.127,695.171,964.178
,Investments,1233.062,232.842,4542.002
,Interest+Other,456.169,423.568,534.852
,Revenue,8517.672999999999,8022.841,13229.968
,Compensation,3532.454,3312.97,4994.053
,G&A,1092.671,1117.305,1361.909
,Fund Expenses,30.675,119.987,19.676
,Operating Expenses,4655.8,4550.262,6375.638
,Operating Income,3861.8729999999987,3472.5790000000006,6854.330000000001
,Interest,-317.225,-431.868,-443.688
,Pretax Income,3544.647999999999,3040.7110000000007,6410.642000000001
,Taxes,390.021,429.464,1070.509
,Net Income,3154.6269999999986,2611.2470000000008,5340.133000000001
