Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
,,,,Truvada,,,,,,,,,,,,,Atripla,,,,,,,,,,,,Viread,,,,,,,,,,,,Hepsera,,,,,,,,,,,
,,,TRx,NRx,Monthly,Quarterly,Actual,Q vs A,% of Q,%w/w ,%m/m,%q/q,% 2 q/q,%y/y,,TRx,NRx,Monthly,Quarterly,Actual,Q vs A,% of Q,%w/w ,%m/m,%q/q,,,TRx,NRx,Monthly,Quarterly,Actual,Q vs A,% of Q,%w/w ,%m/m,%q/q,% 2 q/q,%y/y,,TRx,NRx,Monthly,Quarterly,Actual,Q vs A,% of Q,%w/w ,%m/m,%q/q,% 2 q/q,%y/y
,2005-01-07,,5779,2263,,,,,0.0665737391424556,,,,,,,,,,,,,,,,,,,17102,4874,,,,,0.1970140312881598,,,,,,,2144,669,,,,,0.024698753542381862,,,,,
,2005-01-14,,6346,2547,,,,,0.07310554569960602,0.09811386052950333,,,,,,,,,,,,,,,,,,16637,5164,,,,,0.19165725871483538,-0.027189802362296844,,,,,,2329,722,,,,,0.026829942630693732,0.08628731343283591,,,,
,2005-01-21,,6240,2402,,,,,0.0718844319517084,-0.016703435234793562,,,,,,,,,,,,,,,,,,15640,4715,,,,,0.1801718775199871,-0.05992666947165959,,,,,,2227,701,,,,,0.025654908646867727,-0.04379562043795615,,,,
,2005-01-28,,6394,2566,24759,,,,0.07365850286846531,0.024679487179487092,,,,,,,,,,,,,,,,,,15676,4861,65055,,,,0.18058659539663158,0.0023017902813298186,,,,,,2203,723,8903,,,,0.02537843006243808,-0.010776829815895783,,,,
,2005-02-04,,7036,2635,,,,,0.08105430500195838,0.10040663121676574,,,,,,,,,,,,,,,,,,18115,5578,,,,,0.2086837315392945,0.15558816024496047,,,,,,2382,731,,,,,0.027440499504642536,0.08125283704039954,,,,
,2005-02-11,,7060,2622,,,,,0.08133078358638804,0.0034110289937463456,,,,,,,,,,,,,,,,,,15778,4723,,,,,0.18176162938045756,-0.12900910847364067,,,,,,2200,646,,,,,0.025343870239384374,-0.07640638119227539,,,,
,2005-02-18,,7234,2769,,,,,0.08333525332350299,0.02464589235127468,,,,,,,,,,,,,,,,,,15350,4692,,,,,0.17683109462479552,-0.02712637850171129,,,,,,2404,741,,,,,0.02769393820703638,0.09272727272727277,,,,
,2005-02-25,,7157,2594,28487,,,,0.08244821786512453,-0.010644180259883895,0.1505715093501354,,,,,,,,,,,,,,,,,15380,4543,64623,,,,0.17717669285533258,0.00195439739413672,-0.0066405349319805795,,,,,2431,768,9417,,,,0.028004976614519735,0.011231281198003318,0.05773334830955856,,,
,2005-03-04,,8655,3280,,,,,0.09970508950994171,0.20930557496157598,,,,,,,,,,,,,,,,,,17661,5042,,,,,0.203453678317167,0.14830949284785433,,,,,,2619,827,,,,,0.030170725525885306,0.07733443027560671,,,,
,2005-03-11,,8383,3125,,,,,0.09657166555307237,-0.0314269208549971,,,,,,,,,,,,,,,,,,15979,4708,,,,,0.18407713752505586,-0.09523809523809523,,,,,,2346,746,,,,,0.027025781627998065,-0.1042382588774341,,,,
,2005-03-18,,8208,3113,,,,,0.09455567587493952,-0.020875581534056997,,,,,,,,,,,,,,,,,,15141,4562,,,,,0.174423426952054,-0.05244383253019591,,,,,,2393,791,,,,,0.02756721885583946,0.020034100596760362,,,,
,2005-03-25,,8314,3302,33560,86806,91167,,0.09577678962283713,0.0129142300194931,0.17808123003475274,,,,,,,,,,,,,,,,,14783,4286,63564,193242,197843,-0.023255813953488413,0.1702992880676451,-0.023644409219998663,-0.016387354347523364,,,,,2510,776,9868,28188,42665,-0.3393179421071135,0.02891505195493399,0.04889260342666102,0.04789211001380478,,,
,2005-04-01,,8952,3317,,,,,0.0691482376932049,0.07673803223478459,,,,,,,,,,,,,,,,,,15636,4431,,,,,0.12077768594402948,0.057701413786105604,,,,,,2362,728,,,,,0.01824487683549486,-0.05896414342629486,,,,
,2005-04-08,,9166,3452,,,,,0.07080124516263585,0.023905272564789914,,,,,,,,,,,,,,,,,,16134,4777,,,,,0.12462440426074262,0.031849577897160364,,,,,,2410,750,,,,,0.01861564486602143,0.020321761219305623,,,,
,2005-04-15,,9309,3566,,,,,0.07190582492024625,0.015601134627972968,,,,,,,,,,,,,,,,,,15030,4223,,,,,0.11609673955863156,-0.06842692450725174,,,,,,2543,807,,,,,0.019642981283938793,0.05518672199170127,,,,
,2005-04-22,,9454,3563,,,,,0.07302585334579526,0.015576323987538832,,,,,,,,,,,,,,,,,,14953,4568,,,,,0.11550196584299519,-0.005123087159015327,,,,,,2433,725,,,,,0.01879330454731541,-0.0432559968541093,,,,
,2005-04-29,,9672,3476,46553,,,,0.07470975815110342,0.0230590226359213,0.38715733015494647,,,,,,,,,,,,,,,,,15200,4453,76953,,,,0.11740987633341315,0.016518424396442244,0.21063809703605818,,,,,2475,791,12223,,,,0.019117726574026155,0.01726263871763245,0.23865018240778268,,,
,2005-05-06,,10338,3720,,,,,0.07985416457465955,0.06885856079404462,,,,,,,,,,,,,,,,,,16616,4879,,,,,0.1283475332339469,0.0931578947368421,,,,,,2520,761,,,,,0.019465321602644813,0.018181818181818077,,,,
,2005-05-13,,9919,3623,,,,,0.07661766864152139,-0.04053008318823759,,,,,,,,,,,,,,,,,,14967,4464,,,,,0.11561010651856543,-0.09924169475204625,,,,,,2394,722,,,,,0.01849205552251257,-0.050000000000000044,,,,
,2005-05-20,,10138,3655,,,,,0.07830929778079886,0.02207883859260007,,,,,,,,,,,,,,,,,,14589,4314,,,,,0.11269030827816871,-0.02525556223692127,,,,,,2395,754,,,,,0.018499779856481876,0.0004177109440266502,,,,
,2005-05-27,,10433,3729,40828,,,,0.08058797630174339,0.029098441507200645,-0.12297811097029188,,,,,,,,,,,,,,,,,15015,4334,61187,,,,0.115980874549092,0.029200082253752813,-0.20487830234038962,,,,,2510,774,9819,,,,0.019388078262951778,0.04801670146137793,-0.19667839319316038,,,
,2005-06-03,,9974,3207,,,,,0.07704250700983307,-0.04399501581520171,,,,,,,,,,,,,,,,,,15155,4256,,,,,0.1170622813047945,0.00932400932400923,,,,,,2507,729,,,,,0.019364905261043865,-0.0011952191235059528,,,,
