Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Revenue,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Cash,,,,,,,,,,17.543,,
,AR,,,,,,,,,,61.364,,
,Inventories,,,,,,,,,,26.979999999999997,,
,Prepaids,,,,,,,,,,3.88,,
,OCA,,,,,,,,,,8.965,,
,PP&E,,,,,,,,,,10.988,,
,Goodwill,,,,,,,,,,14.176,,
,ROU,,,,,,,,,,9.344,,
,OLTA,,,,,,,,,,19.849,,
,Assets,,,,,,,,,,173.08899999999997,,
,,,,,,,,,,,,,
,AP,,,,,,,,,,31.509,,
,Compensation,,,,,,,,,,16.091,,
,DR,,,,,,,,,,111.561,,
,Debt,,,,,,,,,,70.132,,
,Warrants,,,,,,,,,,3.163,,
,Accrued,,,,,,,,,,25.043,,
