Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
,,"MYL/RDY preliminary injunction motion is to be heard by DCNJ on June 28, 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TEVA won FTF and sued FDA and won 4/29/08 in lower court. FDA likely to appeal but has not done so as of 5/15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Side Effects,"9% discontinuation due to AE vs 7% on placebo. 2.1% EPS. Tardive Dyskinesia, Hyperglycemia/Diabetes Mellitus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Competition,Zyprexa (LLY): more effective but more toxic. Abilify (BMY): less effective but very safe. Geodon (PFE): was thought to be not safe but is very safe and somewhat effective.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q199,Q299,Q399,Q499,Q100,Q200,Q300,Q400,Q101,Q201,Q301,Q401,Q102,Q202,Q302,Q402,Q103,Q203,Q303,Q403,Q104,Q204,Q304,Q404,Q105,Q205,Q305,Q405,Q106,Q206,Q306,Q406
,US,218.00062285892247,248.00084545742772,214.00086863821218,209.2816,273,352,271,188,315,364.4,265.5,295,380,335,337,352,377,390,335,352,421,399,420,478,462,492,513,478,585,,,
,ROW,102.00038777006921,108.00026381743832,114.3705255805832,117.0005026077929,121,131,126,142,137.4,153,149,165.5,167,172,187,215.9,224,265,264,306,304,328,326,368,382,402,403,419,433,,,
,WW,320.0010106289917,356.00110927486605,328.3713942187954,326.2821026077929,394,483,397,330,452.4,517.4,414.5,460.5,547,507,524,567.9,601,655,599,658,725,727,746,846,844,894,916,897,1018,,,
,  y/y,,,,,0.2312461114593245,0.3567373455206819,0.20899690712850916,0.011394732847716638,0.14822335025380706,0.07122153209109716,0.044080604534004975,0.3954545454545455,0.2091069849690539,-0.02010050251256279,0.264173703256936,0.23322475570032575,0.09872029250457048,0.291913214990138,0.14312977099236646,0.15865469272759292,0.2063227953410982,0.1099236641221375,0.24540901502504164,0.2857142857142858,0.16413793103448282,0.22971114167812923,0.227882037533512,0.06028368794326244,0.20616113744075837,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,,,,,,,,,,,,,,,,,,,,
,US,892.0342330480579,1084,1239.9,1404,1454,1711,1946,,,,,,,,,,,,,,,,,,,,,,,,,
,ROW,437.01151357256913,520,604.9,741.9,1059,1339,1606,,,,,,,,,,,,,,,,,,,,,,,,,
,WW,1329.0247742149306,1604,1844.8000000000002,2145.9,2513,3050,3552,4084.7999999999997,3880.5599999999995,2716.3919999999994,679.0979999999998,67.90979999999998,,,,,,,,,,,,,,,,,,,,
,  y/y,,0.20690000000000008,0.15012468827930192,0.16321552471812661,0.1710704133463814,0.21368881814564267,0.16459016393442627,0.15,-0.05,-0.3,-0.75,-0.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q106: positively impacted due to a retroactive change in the methodology used to calculate the average manufacturing price for calculating Medicaid rebates. This increased Q1 growth by ~4%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rx,,TRx,NRx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-10-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-10-17 00:00:00,50890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-10-10 00:00:00,54811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-10-03 00:00:00,55219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-09-26 00:00:00,52380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-09-19 00:00:00,52288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-09-12 00:00:00,54622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-09-05 00:00:00,54712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-08-29 00:00:00,58649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-08-22 00:00:00,57878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008-08-15 00:00:00,60819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2007-06-01 00:00:00,224002,103409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2007-05-25 00:00:00,234486,112202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2006-06-01 00:00:00,226815,104003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
