Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,Operating Expenses,,,,,33,37.9,45.2,59,52.7,67,64.4,68.7,,,,,,,57.8,176.6,271.1,433.29999999999995,230.9,177.39999999999998,,,
,Operating Income,,,,,-29.79999999999999,-25.200000000000003,-34,-12.300000000000018,5.39999999999997,3.80000000000004,34.400000000000034,34.92999999999995,,,,,,,-68.19999999999999,-260.09999999999997,-285.30000000000007,-485.2,-263.1,-101.30000000000004,,,
,Interest Expense,,,,,-11.1,-11.5,-11.8,-11.7,-11.6,-11.6,-11.6,-7.4,,,,,,,-0.9,-22.3,-77.7,20.0,-34.6,-46.1,,,
,Pretax Income,,,,,-40.89999999999999,-36.7,-45.8,-24.000000000000018,-6.2000000000000295,-7.79999999999996,22.800000000000033,27.52999999999995,,,,,,,-69.1,-282.4,-363.00000000000006,-465.2,-297.70000000000005,-147.40000000000003,,,
,Taxes,,,,,1.1,0,0,0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
,Net Income,,,,,-41.99999999999999,-36.7,-45.8,-24.000000000000018,-6.2000000000000295,-7.79999999999996,22.800000000000033,27.52999999999995,,,,,,,-69.1,-282.4,-363.00000000000006,-465.2,-297.70000000000005,-147.40000000000003,,,
,EPS,,,,,-2.957746478873239,-2.548611111111111,-3.158620689655172,-1.6438356164383574,-0.4246575342465774,-0.5234899328859033,1.349112426035505,1.6194117647058794,,,,,,,-2.7312252964426875,-8.330383480825958,-4.807947019867551,,,,,,
,Shares,,,,,14.2,14.4,14.5,14.6,14.6,14.9,16.9,17,,,,,,,25.3,33.9,75.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,908.1,,911.5,,,,,,,,,,,,,,,
,Premiums Receivable,,,,,,,,,,296,,305.3,,,,,,,,,,,,,,,
,Reinsurance recoverable,,,,,,,,,,156.8,,150.6,,,,,,,,,,,,,,,
,Prepaid Reinsurance premiums,,,,,,,,,,48.4,,25.1,,,,,,,,,,,,,,,
,Other,,,,,,,,,,86.5,,103.2,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,1495.8,0,1495.6999999999998,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Loss,,,,,,,,,,375.8,,413.2,,,,,,,,,,,,,,,
,Unearned Premiums,,,,,,,,,,339.7,,353.9,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,300.1,,200.1,,,,,,,,,,,,,,,
,Reinsurance Payable,,,,,,,,,,55.6,,32.8,,,,,,,,,,,,,,,
,AP,,,,,,,,,,55,,71.1,,,,,,,,,,,,,,,
,Other,,,,,,,,,,106.3,,108.9,,,,,,,,,,,,,,,
,SE,,,,,,,,,,263.3,,315.7,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,1495.8,0,1495.7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-26.1,-127.2,-287.2,-403.4,-210.6,-33.6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,195.7,,,,,,,,,,,,,,,
,CX,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,184.29999999999998,,,,,,,,,,,,,,,
