Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0
,Policies in force,,,255.279,,,,259.522,341.764,401.255,406.283,407.313,414.862,,,,,,,,,,,220.354,341.764,,,
,Premiums/policy,,,1150,,,,1398,1423,1482,1522,1558,1584,,,,,,,,,,,1220.0,1423.0,,,
,Premiums in force,,,587.1,,,,725.6,972.7,1189.3,1236.7,1269.2,1314.3,,,,,,,,,,,537.7,972.7,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross premiums written,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premium,,,,,60,63.9,100,176,230.3,261.6,279.3,299.7,,,,,,,40.2,275.3,322.5,310.3,285.9,399.9,,,
,NIC,,,,,6.7,6.8,9,7.7,9.2,10,8,8.7,,,,,,,1.2,5.2,5.4,5.0,6.2,30.2,,,
,Fee,,,,,3.2,3.8,6.2,10.2,14.7,16.6,17.1,17.63,,,,,,,0.0,0.0,17.4,20.9,16.5,23.4,,,
,Other,,,,,0.2,0.3,0.1,0.9,0.7,1,1.3,0.7,,,,,,,1.9,9.7,1.5,9.2,2.2,1.5,,,
,Revenue,,,,,70.10000000000001,74.8,115.3,194.79999999999998,254.89999999999998,289.20000000000005,305.70000000000005,326.72999999999996,,,,,,,43.300000000000004,290.2,346.79999999999995,345.4,310.79999999999995,454.99999999999994,,,
,Loss,,,,,63.3,59.5,85.8,122.7,166.4,190.3,184.5,191.8,,,,,,,43.5,321.4,362.8,392.3,351.0,331.3,,,
,Other Insurance,,,,,3.6,2.6,18.3,25.4,30.4,28.1,22.4,31.3,,,,,,,10.2,52.3,-1.8,5.0,-8.0,47.6,,,
,Gross Margin,,,,,3.2000000000000113,12.699999999999998,11.2,46.69999999999998,58.09999999999997,70.80000000000004,98.80000000000004,103.62999999999995,,,,,,,-10.399999999999995,-83.49999999999999,-14.200000000000056,-51.900000000000034,-32.200000000000045,76.09999999999994,,,
,S&M,,,,,1.3,6.1,13.1,26.5,24.6,34.2,34,37.2,,,,,,,40.3,109.6,139.7,270.2,48.0,49.3,,,
,T&D,,,,,10.2,11.1,11.1,12.4,11,14.7,12.9,14.7,,,,,,,8.2,24.0,52.9,65.5,55.5,44.8,,,
,G&A,,,,,21.5,20.7,21,20.1,17.1,18.1,17.5,16.8,,,,,,,9.3,43.0,78.5,97.6,127.4,83.3,,,
