Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148
,7.1763,Q108,Q208,Q308,Q408,Q109,Q209,Q309,Q409,Q110,Q210,Q310,Q410,Q111,Q211,Q311,Q411,Q112,Q212,Q312,Q412,Q113,Q213,Q313,Q413,Q114,Q214,Q314,Q414,Q115,Q215,Q315,Q415,Q116,Q216,Q316,Q416,Q117,Q217,Q317,Q417,Q118,Q218,Q318,Q418,Q119,Q219,Q319,Q419,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,Q126,Q226,Q326,Q426,,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025,2026,2027,2028,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saxenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,883,987,1229,1211,1462,1442,1564,1577,1308,1338,1385,1551,1992,2398,2459,1998,2462,3174,3042,3279,2788,2607,1615,1658,2245,1497,1540,1064,844,752,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608.0,8400.0,10676.0,10289.0,6940.0,3430,2744,2195.2000000000003,1756.1600000000003,1404.9280000000003,1123.9424000000004,899.1539200000003,719.3231360000003,575.4585088000002,460.3668070400002,368.29344563200016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oral Antidiabetes,640,478,671,602,691,675,650,636,645,704,736,666,711,,,,,,,,694,681,504,367,426,452,,,1195,1075,1223,1237,1374,1391,1513,1566,,,,,1121,1011,1044,1074,1067,1125,1038,1017,1125,977,954,975,1110,809,859,816,884,830,798,713,729,667,594,322,583,533,492,512,473,454,421,512,,,,,,,,,,,,,,,,2391.0,2652.0,2751,2575.0,2758.0,,,,,,,,4031.0,3594.0,3225.0,2312.0,2120.0,1860,1767,1678.6499999999999,1594.7174999999997,1514.9816249999997,1439.2325437499996,1367.2709165624997,1298.9073707343746,1233.9620021976557,1172.2639020877727,1113.650706983384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NovoSeven,1440,1648,1534,1774,1805,1874,1651,1742,1914,2155,1965,1996,2032,,,,,,,,2027,2542,2428,2259,2247,2292,,,2734,2757,2371,2785,2836,2530,2285,2821,,,,,2154,1886,1885,1956,2012,2163,1985,1959,2181,1828,1674,1520,1980,1875,1676,1690,2271,2018,2108,1911,2101,1794,2078,1985,1952,1802,2003,2003,1879,1991,1653,1653,,,,,,,,,,,,,,,,6396.0,7072.0,8030,8347.0,8933.0,,,,,,,,7203.0,7221.0,8308.0,7958.0,7760.0,7176,6817.2,6476.339999999999,6152.522999999999,5844.896849999999,5552.652007499999,5275.019407124999,5011.268436768749,4760.705014930311,4522.669764183795,4296.536275974606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hemophilia A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,623,411,581,565,619,512,642,660,688,549,525,603,613,568,670,554,584,638,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2112.0,2338.0,2422.0,2454.0,2414,2293.2999999999997,2178.6349999999998,2069.7032499999996,1966.2180874999995,1867.9071831249994,1774.5118239687492,1685.7862327703117,1601.496921131796,1521.422075075206,1445.3509713214457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hemophilia B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,339,323,396,393,369,357,406,400,340,375,347,147,162,166,162,177,162,194,226,197,250,285,329,262,361,305,378,342,338,376,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.0,637.0,759.0,1061.0,1306.0,1432,1360.3999999999999,1292.3799999999999,1227.7609999999997,1166.3729499999997,1108.0543024999997,1052.6515873749997,1000.0190080062497,950.0180576059372,902.5171547256404,857.3912969893582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other Rare Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,377,407,395,385,372,411,457,229,233,262,273,54,63,73,57,64,64,71,102,91,104,45,95,71,88,112,347,386,183,252,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.0,247.0,301.0,335.0,618.0,1073,1019.3499999999999,968.3824999999998,919.9633749999998,873.9652062499998,830.2669459374998,788.7535986406248,749.3159187085935,711.8501227731638,676.2576166345056,642.4447358027802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rare Endocrine+Other Rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534,1772,1781,2088,1683,1896,2068,2265,2474,2289,2270,2231,2299,2283,2181,2223,2286,2355,2223,1972,1527,1278,945,1637,1496,1112,1586,2307,1458,1823,1802,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,9264.0,8986.0,8836.0,5387.0,6501.0,6885,6540.75,6213.7125,5903.026875,5607.87553125,5327.481754687499,5061.107666953124,4808.052283605468,4567.649669425195,4339.267185953935,4122.303826656238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Norditropin,878,986,941,1060,1034,1122,1074,1171,1083,1245,1233,1242,1252,,,,,,,,1537,1479,1436,1662,1500,1509,,,1830,2083,1842,2065,2407,2158,2003,2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3865.0,4401.0,4803,5047.0,5698.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HRT,385,391,394,442,409,435,440,545,443,450,517,482,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.0,1744.0,1892,2054.0,2163.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,68,78,71,107,81,110,83,,81,70,83,107,,,,,,,,,,,,,637,771,,,818,940,1028,1084,938,972,957,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,359.0,341,473.0,345.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,10614,11110,11246,12583,12498,13001,12545,13121,13674,15394,15584,16124,15693,,,,,,,,,,,,20343,21629,0,0,24929,26729,26416,28415,26586,26476,26394,27865,28452,28638,26614,27992,26930,27407,27762,29732,29291,30036,30277,32417,33875,30006,30927,32138,33804,33041,35622,38333,42031,41265,45566,48092,53367,54300,58731,65863,65349,68060,71311,85683,78087,76857,74976,86141.49,,,,,,13647.0,16423.0,20485.0,23385.0,24866.0,,,,,,45553.0,51165.0,60776,66346.0,78026.0,83572.0,88806.0,107927.0,111780.0,111696.0,111831.0,122021.0,126946.0,140800.0,176954.0,232261.0,290403.0,316061.49,299245.5405,283472.96347500006,268651.07530125,274699.92953618756,267550.05945937807,247832.33332291697,236429.3705543266,232371.40784449907,235393.44999647635,245850.83305493803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COGS,2413,2554,2606,2536,2508,2610,2713,2694,2690,2969,2936,3224.7999999999993,3117,,,,,,,,,,,,,3671,,,,,,,,,,,,,,,4197,4352,4415,4653,4732,4849,5075,5432,5386,4772,5155,5619,5811,5547,6059,6241,6917,6069,7200,8262,8182,7856,9713,10014,9916,10274,11308,13024,12890,12846,17904,,,,,,,-3751.0,-4227.0,-5016.0,-6036.0,-6598.0,,,,,,,10525.0,11680,12589.0,13465.0,,14562.0,16188.0,17183.0,,,20088.0,20932.0,23658.0,28448.0,35765.0,44522.0,47409.22350000002,44886.831074999995,42520.94452125003,40297.661295187514,41204.98943042813,40132.50891890671,37174.84999843754,35464.405583149,34855.71117667487,35309.01749947146,36877.62495824072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Profit,8201,8556,8640,10047,9990,10391,9832,10427,10984,12425,12648,12899.2,12576,,,,,,,,,,,,,17958,,,,,,,,,,,,,,,22733,23055,23347,25079,24559,25187,25202,26985,28489,25234,25772,26519,27993,27494,29563,32092,35114,35196,38366,39830,45185,46444,49018,55849,55433,57786,60003,72659,65197,64011,57072,,,,,,,9896.0,12196.0,15469.0,17349.0,18268.0,,,,,,,40640.0,49096,53757.0,64561.0,,74244.0,91739.0,94597.0,94064.0,94214.0,101933.0,106014.0,117142.0,148506.0,196496.0,245881.0,268652.26649999997,254358.709425,240952.01895375003,228353.41400606246,233494.94010575942,227417.55054047136,210657.48332447943,200964.9649711776,197515.6966678242,200084.4324970049,208973.20809669732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S&D,2975,3178,3155,3558,3844,3837,3502,4237,3984,4364,4573,4573,4260,,,,,,,,,,,,,5559,,,,,,,,,,,,,,,6451,7090,7128,8728,6946,7580,7761,9536,7590,7398,8174,9766,8256,8001,9119,11632,10183,10840,11451,13743,12412,14342,12819,17170,13256,14934,15210,18701,14892,17533,15996,,,,,,,-4212.0,-4812.0,-6013.0,-6951.0,-7187.0,,,,,,,15420.0,18195,19004.0,21544.0,,23223.0,28312.0,28377.0,28340.0,29397.0,31823.0,32928.0,37008.0,46217.0,56743.0,62101.0,62101,59849.108100000005,56694.592695000014,53730.21506025,54939.98590723751,53510.01189187562,49566.46666458339,47285.87411086532,46474.281568899816,47078.689999295275,49170.16661098761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D,1638,1825,1629,2439,1744,1849,1884,2387,2131,2434,2302,2302,2290,,,,,,,,,,,,,3075,,,,,,,,,,,,,,,3321,3296,3644,4544,2678,3557,3601,4384,3777,3291,3911,4483,3944,3944,4252,5632,5206,5123,5633,8085,6728,7127,8128,10460,8606,16166,9488,13802,10308,11690,15393,,,,,,,-2795.0,-2748.0,-3407.0,-3872.0,-3952.0,,,,,,,7864.0,9602,9628.0,10897.0,,13762.0,13608.0,14563.0,14014.0,14805.0,14220.0,15462.0,17772.0,24047.0,32443.0,48062.0,48062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G&A,627,626,633,749,679,693,666,726,711,745,759,759,756,,,,,,,,,,,,,795,,,,,,,,,,,,,,,864,851,932,1269,911,852,1009,1235,927,827,1006,1198,932,904,1024,1190,970,991,1158,1348,1071,1072,1256,1456,1157,1157,1382,1580,1220,1316,1884,,,,,,,-1397.0,-1721.0,-1917.0,-1931.0,-1960.0,,,,,,,2764.0,3065,3245.0,3312.0,,3537.0,3857.0,3962.0,3784.0,3916.0,4007.0,3958.0,4050.0,4467.0,4855.0,5276.0,5276,5223.24,5171.0076,5119.297524,5068.1045487599995,5017.423503272399,4967.249268239675,4917.576775557278,4868.401007801705,4819.716997723688,4771.5198277464515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,88,74,51,73,87,78,34,142,224,159,110,110,148,,,,,,,,,,,,,204,,,,,,,,,,,,,,,-351,-386,-170,-245,-215,-254,-88,-43,-107,-120,-127,-106,-121,-134,-81,4,-392,-149,-60,-433,-33,15,-98,-3,568,-405,101,1839,-14,23,117,,,,,,,1441.0,612.0,571.0,815.0,758.0,,,,,,,,-657,-494.0,-666.0,,-770.0,-3482.0,-737.0,,,-600.0,-460.0,-332.0,-1034.0,-119.0,2103.0,2103,2081.97,2061.1503,2040.5387969999997,2020.1334090299997,1999.9320749396998,1979.9327541903028,1960.1334266483998,1940.5320923819158,1921.1267714580968,1901.9155037435157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Expenses,5152,5555,5366,6673,6180,6301,6018,7208,6602,7384,7524,7524,7158,,,,,,,,,,,,,9633,,,,,,,,,,,,,,,10285,10851,11534,14296,10320,11735,12283,15112,12187,11396,12964,15341,13011,12715,14314,18458,15967,16805,18182,22743,20178,22556,22105,29083,23587,31852,26181,35922,26406,30562,33390,,,,,,,2933.0,3527.0,4703.0,5410.0,5927.0,,,,,,,26048.0,30205,31383.0,35087.0,0.0,39752.0,42295.0,46165.0,46138.0,48118.0,49450.0,51888.0,58498.0,73697.0,93922.0,117542.0,117542,67154.3181,63926.75059500001,60890.05138125,62028.22386502751,60527.367470087716,56513.648687013374,54163.58431307099,53283.21466908344,53819.53376847706,55843.60194247757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Income,3049,3001,3274,3374,3810,4090,3814,3219,4382,5041,5124,5375.200000000001,5418,,,,,,,,,,,,,8325,,,,,,,,,,,,,,,12448,12204,11813,10783,14239,13452,12919,11873,16302,13838,12808,11178,14982,14779,15249,13634,19147,18391,20184,17087,25007,23888,26913,26766,31846,25934,33822,36737,38791,33449,23682,,,,,,,-26.0,2.0,3.0,49.0,27.0,-59.0,-117.0,,,,,14592.0,18891,22374.0,29474.0,0.0,34492.0,49444.0,48432.0,47926.0,46096.0,52483.0,54126.0,58644.0,74809.0,102574.0,128339.0,151110.26649999997,187204.391325,177025.26835875,167463.36262481246,171466.7162407319,166890.18307038365,154143.83463746606,146801.38065810662,144232.48199874075,146264.89872852783,153129.60615421974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JV,-67,-3,-58,4,-35,-11,-7,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,218.0,539.0,368.0,555.0,1482.0,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Financial income,474,429,306,-82,142,166,9,58,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110.0,-398.0,-361.0,-132.0,-181.0,-469.0,-304.0,,,,,,,,,,,,,,,-3930.0,-996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Financial expenses,368,-21,66,-226,-412,-361,-209,-283,-65,-433,-468,-468,-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,294,-675,-413,-1017,-1307,-812,794,1281,422,117,-824,-956,-138,137,521,1228,1596,2152,771,270,-366,-1150,-854,72,-602,562,-1180,-1758,356,1835,,,,,,,3176.0,3349.0,4884.0,5695.0,6328.0,954.0,477.0,,,,,,-605,-449.0,-1663.0,,-396.0,-5961.0,-634.0,,,,,-436.0,5747.0,-2100.0,-1148.0,750.07,-452.8115719999997,-1954.0691951759998,-3385.903895607408,-4752.698027770767,-6162.453341918788,-7546.874433217207,-8840.400105782674,-10085.534351893786,-11320.078482698864,-12580.758300388678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,3824,3406,3588,3070,3505,3884,3607,2992,4317,4608,4656,4907.200000000001,5290,,,,,,,,,,,,,8581,,,,,,,,,,,,,,,13609,12498,11138,10370,13222,12145,12107,11079,15021,13416,12691,12002,15938,14917,15112,13113,17919,16795,18032,16316,24737,24254,28063,27620,31918,25332,34384,35557,37033,33805,25517,,,,,,,-1160.0,-1348.0,-1730.0,-2075.0,-2212.0,,,,,,,14592.0,18286,21925.0,27811.0,0.0,34096.0,43483.0,47798.0,,,48553.0,53130.0,59080.0,69062.0,104674.0,129487.0,150360.19649999996,187657.202897,178979.33755392602,170849.2665204199,176219.41426850267,173052.63641230244,161690.70907068328,155641.78076388928,154318.01635063454,157584.97721122668,165710.3644546084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Income Taxes,1644,935,924,740,806,893,852,669,993,1060,1071,1226.8000000000002,1217,,,,,,,,,,,,,1587,,,,,,,,,,,,,,,2858,2155,2101,1873,2777,2550,1913,2362,3124,2791,2393,2684,3315,2794,2993,2221,3709,3477,3627,2724,4923,4826,5585,5657,6511,5282,7083,7327,7999,7302,5511,,,,,,,2016.0,2001.0,3154.0,3620.0,4116.0,954.0,477.0,,,,,5107.2,3883,4828.0,6379.0,,7615.0,8623.0,9873.0,,,9602.0,10992.0,11323.0,13537.0,20991.0,26203.0,30072.039299999993,37531.440579400005,35795.8675107852,34169.853304083976,35243.88285370054,34610.52728246049,32338.14181413666,31128.35615277786,30863.60327012691,31516.995442245337,33142.072890921685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,2180,2471,2664,2330,2699,2991,2755,2323,3324,3548,3585,3680.4000000000005,4073,,,,,,,,,,,,,6994,,,,,,,,,,,,,,,10751,10343,9037,8497,10445,9595,10194,8717,11897,10625,10298,9318,12623,12123,12119,10892,14210,13318,14405,13592,19814,19428,22478,21963,25407,20050,27301,28230,29034,26503,20006,,,,,,,5.433962264150943,5.59097843519662,9.02982759276425,10.449736117774917,11.849703476124272,,,,,,,9484.8,14403,17097.0,21432.0,0.0,26481.0,34860.0,37925.0,,,38951.0,42138.0,47757.0,55525.0,83683.0,103284.0,120288.15719999997,150125.76231760002,143183.4700431408,136679.4132163359,140975.53141480213,138442.10912984196,129352.56725654662,124513.42461111143,123454.41308050763,126067.98176898135,132568.29156368674,131242.60864804988,129930.18256156938,128630.88073595369,127344.57192859414,126071.1262093082,124810.41494721512,123562.31079774296,122326.68768976553,121103.42081286787,119892.3866047392,118693.4627386918,117506.52811130488,116331.46283019183,115168.14820188991,114016.46671987101,112876.3020526723,111747.53903214558,110630.06364182412,109523.76300540588,108428.52537535182,107344.2401215983,106270.79772038231,105208.08974317848,104156.00884574669,103114.44875728922,102083.30426971633,101062.47122701917,100051.84651474898,99051.32804960149,98060.81476910548,97080.20662141441,96109.40455520026
,EPS,3.4807600191601473,3.994503718073068,4.3359375,3.7923177083333335,4.405092214787008,4.920217140977135,4.580977718656468,3.902889784946236,5.6053962900505905,6.024791985056886,6.156620298815044,6.206408094435077,7.125612316305109,,,,,,,,,,,,,2.652256351915055,,,,,,,,,,,,,,,4.401998116529501,4.254802747953433,3.735532407407408,3.5314409209924777,4.3618976029399485,4.025592615900986,4.295466037417833,3.688486438454703,5.052233735349074,4.531110068659644,4.4100895036615135,4.007569566900348,5.451286923475557,5.256471404413996,5.275323205502111,4.755086003667162,3.1117242587483025,2.925618382320636,3.175005510249063,3.0052180065446183,4.390233094035274,4.314840314484964,5.0073513031855645,4.905302184303391,5.68325690638631,4.490079276212658,6.120614280910212,6.335989226798339,6.529776898164808,5.960150223761441,4.498965548259422,,,,,,,371.0,357.898,349.28684602210484,346.4202310183134,347.350463941418,,,,,,,,24.60045398879888,29.98779230073036,38.84945293183581,,,,,,,,,20.741818497687248,12.21766252626715,18.61463002302277,23.142410611755608,26.952460455189634,33.63804688970922,32.082516716571526,30.625180113340516,31.58779321300301,31.02013995817632,28.98348461654986,27.89919831751498,27.66191006682933,28.247521388531492,29.704018410071026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,626.3,618.6,614.4,614.4,612.7,607.9,601.4,595.2,593,588.9,582.3,593,571.6,,,,,,,,,,,,,2637,,,,,,,,,,,,,,,2442.3,2430.9,2419.2,2406.1,2394.6,2383.5,2373.2,2363.3,2354.8,2344.9,2335.1,2325.1,2315.6,2306.3,2297.3,2290.6,4566.6,4552.2,4537,4522.8,4513.2,4502.6,4489,4477.4,4470.5,4465.4,4460.5,4455.5,4446.4,4446.7,4446.8,,,,,,,2016.0,2001.0,3154.0,3620.0,4116.0,954.0,477.0,,,,,,585.477,570.132,551.668,,2630.218,2577.698,2534.729,,,,,2302.45,4544.65,4495.549999999999,4462.975,4462.975,4462.975,4462.975,4462.975,4462.975,4462.975,4462.975,4462.975,4462.975,4462.975,4462.975,,,ROIC,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maturity,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Y/Y,,,,,0.17750141322781232,0.17020702070207028,0.11550773608394094,0.042756099499324574,0.09409505520883332,0.18406276440273817,0.2422479075328816,0.22886975078119054,0.14765247915752533,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05349360326163366,-0.04298484531042668,0.043135192004208234,0.06216061731923417,0.08767174155217239,0.09592439887619952,0.09059145594697782,0.09030674021256568,0.1564985831825476,-0.0009988014382740218,0.021468441391155002,-0.008606595304932574,-0.00209594095940957,0.10114643737919082,0.15180909884566884,0.19276246188312895,0.24337356525854936,0.24890287824218404,0.2791533322104318,0.2545848224767171,0.26970569341676387,0.31588513267902574,0.28892156432427685,0.36952091824003985,0.22452077126314007,0.2534069981583793,0.21419693177368004,0.300927683221232,0.19492264610016985,0.12925359976491335,0.05139459550419989,0.005351003116137454,,,,,,,0.20341466989081858,0.24733605309626738,0.14156700024408098,0.06333119521060504,-1.0,,,,,,,0.18784325222319942,0.09164801895485053,0.17604678503602322,0.0710788711455157,0.06262863159910026,0.21531202846654507,0.03570005651968455,-0.0007514761137950021,0.001208637730984119,0.09111963587913907,0.04036190491800595,0.10913301718841084,0.25677556818181824,0.31255015427738275,0.2503304472124033,0.088354769062303,-0.053204677039268455,-0.05270780977603218,-0.05228677892965006,0.02251565242444964,-0.026027928324850902,-0.07369733415983348,-0.04601079534579011,-0.017163530488252476,0.013005223749384953,0.044425123377979325,,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue LC,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,0.05,0.06,0.04,0.06,0.06,0.06,0.14,0,0.07,0.05,0.07,0.17,0.15,0.16,0.18,0.15,0.15,0.18,0.25,0.36,0.38,0.43,0.24,0.25,0.23,0.3,0.18,0.18,0.11,,,,,,,,,,,,,,,,,,,7-10%,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,NPV,1491029.250574397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ozempic y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.652173913043477,10.923076923076923,4.781481481481482,3.400201612903226,2.336842105263158,1.08,0.7399103139013452,0.4176403207331043,0.4010515247108306,0.5374276261373037,0.6369661266568483,0.7317388493859083,0.8065145601921344,0.9299260255548083,0.843229869545659,0.584173198954834,0.6319069380972164,0.540246707087602,0.4589383770591824,0.7710296889726673,0.4159877800407332,0.30650196823673137,0.24640347942455665,0.12599368035922165,0.1765911542610572,0.10126406926406917,0.031539390685813906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5890339917967093,0.7727340157246698,0.6019748953974895,0.2572556885852191,0.08698251649465694,-0.050000000000000044,-0.050000000000000044,-0.050000000000000044,-0.050000000000000044,-0.050000000000000044,-0.050000000000000155,-0.04999999999999993,-0.050000000000000044,-0.050000000000000155,-0.050000000000000044,,,NPV DKK,335.36420390787157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GLP y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22407732864674879,0.35184369031878937,0.2999214865218529,0.3078775369797042,0.38214883943527167,0.16637687459247985,0.20686531105294947,0.15421707873049262,0.11244806094182835,0.3108171061213081,0.3550754858620402,0.4303835928598556,0.6202630145513968,0.6258440543037884,0.6434199187492307,0.5846211034995485,0.664249351647296,0.6713736119611786,0.6064272070114987,0.6417560321715818,0.32793697515366627,0.3324004080458267,0.252879459081371,0.2977954684629516,0.26036030162765944,0.1531046938495062,0.07639199047193679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
