Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,81.76,
,,,,,,,,,Shares,186.0,Q422
,,,,,,,,,MC,15207.36,
,,,,,,,,,Cash,,Q422
,,,,,,,,,Debt,,Q422
,,,,,,,,,EV,,
