Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Indication,Approved,Mechanism,Economics,IP,,Price EUR,171.8,
,Erbitux (cetuximab),3L mCRC,,EGFR mab,BMY/LLY(IMCL),,,Shares,434.777878,Q115
,Rebif,Multiple Sclerosis,,Interferon,,,,MC EUR,74694.8394404,
,Gonal-F (follitropin),Infertility,,Recombinant,,,,Cash EUR,0.0,Q115
,Concor,,,,,,,Debt EUR,7121.1,Q115
,Euthyrox (levothyroxine),TH Deficiency,,,,,,EV EUR,81815.9394404,
,Raptiva,Psoriasis,,,,,,,,
,Saizen (somatropin),GH Deficiency,,,,,,,,
,Bavencio (avelumab),Oncology,,PD-1 mab,,,,,,
,Glucophage,Type 2 Diabetes,,,,,,,,
,,,Phase,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,Cilgenitide and safinimide failed.,,,,
,,,,,,berzosertib (ATR inhibitor) failed,,,,
