Main,Unnamed: 1,Unnamed: 2
,Brand Name,Enbrel
,Generic Name,etanercept
,Economics,Amgen JV. Amgen sells in the US and Pfizer sells Ex-US.
,Indication,Rheumatoid Arthritis
,MOA,TNF-alpha soluble receptor
