Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,8.89,
,,,,,,,,,Shares,308.426502,Q224
,,,,,,,,,MC,2741.9116027800005,
,,,,,,,,,Cash,531.62,Q224
,,,,,,,,,Debt,0.0,Q224
,,,,,,,,,EV,2210.2916027800006,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Founded,2021.0,
