Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,Price HKD,251.8,
,,,,,,,,,,Shares,2909.265855,Q224
,,,,,,,,,,MC HKD,732553.1422890001,
,,,,,,,,,,Cash HKD,72201.65999999999,Q224
,,,,,,,,,,Debt HKD,27778.79,Q224
,,,,,,,,,,EV HKD,688130.2722890001,
