Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,,,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0
,Professional,,,,,,,,,,,,,,,,,,,4476.8,4653.9,4886.2,,,,
,Consumer,,,,,,,,,,,,,,,,,,,14021.3,15172.7,15982.4,,,,
,Luxe,,,,,,,,,,,,,,,,,,,14638.1,14924.0,15591.1,,,,
,Derm,,,,,,,,,,,,,,,,,,,5124.5,6432.0,7027.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skincare,,,,,,,,,,,,,,,,,,,15344.0,16447.0,16803.7,,,,
,Make-up,,,,,,,,,,,,,,,,,,,7739.0,8124.0,8449.4,,,,
,Haircare,,,,,,,,,,,,,,,,,,,5750.0,6320.0,7034.0,,,,
,Hair Colorants,,,,,,,,,,,,,,,,,,,3362.0,3426.0,3460.3,,,,
,Perfumes,,,,,,,,,,,,,,,,,,,4546.0,5171.0,5955.6,,,,
,Other,,,,,,,,,,,,,,,,,,,1520.0,1695.0,1783.9,,,,
,Revenue,,,,,,,,,,,,,,,,29874.0,27992.0,32287.6,38260.6,41182.5,43487.0,,,,
,COGS,,,,,,,,,,,,,,,,,,8433.3,10577.4,10767.0,11227.0,,,,
,Gross Profit,,,,,,,,,,,,,,,,,,23854.3,27683.199999999997,30415.5,32260.0,,,,
,R&D,,,,,,,,,,,,,,,,,,1028.7,1138.6,1288.9,1354.7,,,,
,A&P,,,,,,,,,,,,,,,,,,10591.0,12059.0,13356.6,14008.9,,,,
,SG&A,,,,,,,,,,,,,,,,,,6074.2,7028.8,7626.7,8208.7,,,,
,Operating Expenses,,,,,,,,,,,,,,,,,,17693.9,20226.4,22272.2,23572.300000000003,,,,
,Operating Income,,,,,,,,,,,,,,,,,,6160.399999999998,7456.799999999996,8143.299999999999,8687.699999999997,,,,
,Interest Income,,,,,,,,,,,,,,,,,,-113.29999999999997,153.8,-142.31999999999982,-224.7,,,,
,Pretax Income,,,,,,,,,,,,,,,,,,6047.099999999998,7610.599999999996,8000.98,8462.999999999996,,,,
,Taxes,,,,,,,,,,,,,,,,,,1444.8000000000002,1898.0,1810.3999999999999,2015.1,,,,
,Net Income,,,,,,,,,,,,,,,,,,4602.299999999997,5712.599999999996,6190.58,6447.899999999996,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6728.4,6278.3,7604.6,,,,,
,,,,,,,,,,,,,,,,,,,1075.2,1343.2,1488.7,,,,,
,,,,,,,,,,,,,,,,,,,5653.2,4935.1,6115.900000000001,6644.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-0.0629979246167236,0.1534581308945413,0.18499361984167306,0.0763683789590337,0.055958234687063735,,,,
