Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,2022.0,2023.0,2024.0
,Revenue,75.603,93.185,,,68.731,74.958,,,,418.933,343.376,326.452
,COGS,71.935,79.468,,,69.796,66.367,,,,442.676,426.031,284.753
,Gross Profit,3.667999999999992,13.716999999999999,0,0,-1.065000000000012,8.590999999999994,,,,-23.742999999999995,-82.65500000000003,41.69900000000001
,R&D,9.86,5.485,,,7.462,5.807,,,,62.264,39.53,41.699
,SG&A,47.282,42.163,,,47.672,37.696,,,,239.505,220.344,169.674
,OpEx,57.141999999999996,47.647999999999996,0,0,55.134,43.503,,,,301.769,259.874,211.373
,OpInc,-53.474000000000004,-33.931,0,0,-56.19900000000001,-34.912000000000006,,,,-325.512,-342.52900000000005,-169.67399999999998
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Shares,64.702249,64.901584,,,76.194916,76.491594,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Revenue y/y,,,,,-0.09089586392074389,-0.19560015023877242,,,,,-0.18035580868539847,-0.0492870788872839
