Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,Indication,,,,,,,,Price,0.85,
,Z-endoxifen,Breast Cancer,,,,,,,,Shares,129.170004,Q125
,,,,,,,,,,MC,109.7945034,
,,,,,,,,,,Cash,65.116,Q125
,,,,,,,,,,Debt,0.0,Q125
,,,,,,,,,,EV,44.6785034,
,,,,,,,,,,,,
,,,,,,,,,,PIC,261.819,Q125
,,,,,,,,,,AD,218.51,Q125
,,,,,,,,,,,,
,,,,,,,,,,Founded,2009.0,
