Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0
,Prescriptions,,,619,1028,,,,,,,,,,,,,,,,,,,,,,,
,Price,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,
,Patients,,,,280,,,,,,,151.0,250.0,400.0,500.0,600.0,650.0,700.0,50.0,,,,,,,,,
,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,0,8.2,20.1,29,34,39,44,49,,,30.2,166.0,246.0,326.0,406.0,486.0,566.0,,,,,,,,,,
,COGS,0,0.707,1.59,2.982,,,,,,,0.302,1.6600000000000001,2.46,3.2600000000000002,4.0600000000000005,4.86,5.66,0.0,,,,,,,,,
,Gross Profit,0,7.492999999999999,18.51,26.018,,,,,,,29.898,164.34,243.54,322.74,401.94,481.14,560.34,0.0,,,,,,,,,
,SG&A,26.557,30.186,28.972,29.73500000000001,,,,,,,5.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,,,,,,,,,
,R&D,40.21,92.106,33.563,61.823000000000015,,,,,,,,,,,,,,,,,,,,,,,
,Operating Expenses,66.767,122.292,62.535000000000004,91.55800000000002,,,,,,,24.898,154.34,233.54,312.74,391.94,471.14,550.34,-5.0,,,,,,,,,
,Taxes,-66.767,-114.799,-44.025000000000006,-65.54000000000002,,,,,,,2.4898000000000002,15.434000000000001,23.354,31.274,39.194,47.114000000000004,55.034000000000006,-0.5,,,,,,,,,
,Net Income,0,0,0,0,,,,,,,22.4082,138.906,210.18599999999998,281.466,352.746,424.02599999999995,495.30600000000004,-4.5,,,,,,,,,
,EPS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,Shares,86.679282,87.12131,96.937,93.234195,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Discount,0.08,,,,,,
,,,,,,,,,,,,,,,,,,,,,NPV,1389.6189710958556,,,,,,
