Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,215.0,
,,,,,,,,,Shares,153.438623,Q324
,,,,,,,,,MC,32989.303945,
,,,,,,,,,Cash,2307.897,Q324
,,,,,,,,,Debt,1145.799,Q324
,,,,,,,,,EV,31827.205944999998,
,,,,,,,,,,,
,,,,,,,,,Founded,2007.0,
