Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,Power,,,,,,Price,70.0,
,Cooling/Airflow,,,,,,Shares,381.970469,Q423
,,,,,,,MC,26737.932829999998,
,,,,,,,Cash,780.4,Q423
,,,,,,,Debt,2940.9,Q423
,,,,,,,EV,28898.432829999998,
