Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,Price,147.0,
,,,,,,,,,,,,Shares,341.70273399999996,Q224
,,,,,,,,,,,,MC,50230.301898,
,,,,,,,,,,,,Cash,1757.3970000000002,Q224
,,,,,,,,,,,,Debt,1285.342,Q224
,,,,,,,,,,,,EV,49758.246898,
,,,,,,,,,,,,,,
,,,,,,,,,,,,Founded: 2009,,
