Main,Unnamed: 1,Unnamed: 2
,WT-1 is Required for Early Kidney Development. Kreidberg et al. Cell 1993.,
,Tumor suppressor gene was known by 1993.,
,Expressed in mesenchymal cells of the metanephros,
,"Germline WT1 mutations are associated with Wilms' tumor, and urogenital malformations.",
,,"Heterozygous people have cryptorchidism, hypospadias (misplaced urethra)"
,"ZFD, four alternative splicing transcripts",
,,
,,
,Alternative splicing and genomic structure of the Wilms tumorgene WT1. Haber et al. PNAS 1991,
,"11p13 locus, highly expressed in developing kidney. Suggested protein structure is 45-49kDa TF.",
,,
,WT1 as a new Prognostic Factor and a New Marker for the Detection of MRD in Acute Leukemia. Inoue et al. Blood 1994.,
,Wilms Tumor requires inactivation of both alleles of WT1,
,"Transcription represser when bound to EGR-1 site, represses IGF2 gene",
,Osaka group n=45 AML showing <0.6 copies fared better than >0.6,
