Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,Stock,P&L,Value,Absolute,Buys,Sells,Buy Avg,Sell Avg,Buy Amt,Sell Amt,Profit,Fee,P&L-ExFee,Fee %,Fee/Shr,Profit,
,AAPL,148,5344,5344,350,395,214.68714,215.24966,75140.499,85023.61570000001,1,11.59,,7.23632757669156e-05,0.015557046979865772,0,
,ABBV,119,15945,15945,75,339,211.43333,212.35392,15857.49975,71987.97888,1,4.06,,4.6217518116105684e-05,0.009806763285024153,0,
,ABT,59,0,0,279,160,127.23396,127.4875,35498.27484,20398,1,4,,7.156111943863485e-05,0.009111617312072893,0,
,ADBE,90,-5872,5872,103,120,391.83728,392.51875,40359.23984,47102.25,1,4.77,,5.4538288894073565e-05,0.02139013452914798,0,
,AMZN,70,-4871,4871,275,200,195.62727,195.94625,53797.49925,39189.25,1,5.84,,6.280464740517854e-05,0.012294736842105263,0,
,AVGO,344,-4750,4750,425,350,191.57294,191.51286,81418.49949999999,67029.50099999999,1,11.33,,7.632302194599113e-05,0.014619354838709677,0,
,BABA,-285,4792,4792,350,345,138.007,137.75817,48302.450000000004,47526.56865,0,6.35,,6.626385294826348e-05,0.009136690647482014,0,
,COST,-194,35800,35800,110,120,901.32182,903.0375,99145.4002,108364.5,0,10.41,,5.0166281174858374e-05,0.04526086956521739,0,
,CRM,-192,27810,27810,460,280,279.67,279.67786,128648.20000000001,78309.8008,0,14.45,,6.982092958060695e-05,0.019527027027027025,0,
,CSCO,5,4849,4849,80,0,60.55,0,4844,0,1,0.2,,4.128819157720892e-05,0.0025,,
,GOOGL,194,4883,4883,510,330,163.10647,163.40091,83184.2997,53922.3003,1,9.75,,7.111255038050684e-05,0.011607142857142858,0,
,JNJ,64,0,0,140,60,162.49786,162.95,22749.7004,9777,1,2.54,,7.8089691507719e-05,0.0127,0,
,JPM,-274,5987,5987,150,125,240.29333,238.296,36043.9995,29787,0,4.41,,6.698971660000392e-05,0.016036363636363637,0,
,KO,30,0,0,280,140,69.3775,69.7,19425.7,9758,1,1.99,,6.818874919903918e-05,0.004738095238095238,0,
,LLY,-440,-30456,30456,102,102,847.24941,845.89176,86419.43982,86280.95952,0,14.18,,8.21075113560302e-05,0.06950980392156862,0,
,MA,36,10728,10728,160,220,537.2625,537.11909,85962,118166.1998,1,8.21,,4.021982268027625e-05,0.02160526315789474,0,
,META,-365,29289,29289,180,170,597.45722,595.67235,107542.2996,101264.29950000001,0,13.75,,6.585040922684134e-05,0.039285714285714285,0,
,MSFT,25,5802,5802,30,0,386.465,0,11593.949999999999,0,1,0.65,,5.6063722889955546e-05,0.021666666666666667,0,
,NFLX,111,-4753,4753,100,80,957.688,958.24063,95768.8,76659.2504,1,14.07,,8.159925236851139e-05,0.07816666666666666,0,
,NVDA,160,0,0,460,400,118.18084,118.696,54363.1864,47478.4,1,6.48,,6.36282311486067e-05,0.007534883720930233,0,
,NVO,-77,23685,23685,1200,630,79.0835,79.07571,94900.2,49817.6973,0,9.37,,6.474665659753197e-05,0.005120218579234973,0,
,ORCL,129,0,0,701,560,152.23959,152.4425,106719.95259,85367.8,1,13.98,,7.277923663274612e-05,0.011086439333862014,0,
,PFE,-43,5230,5230,2000,2800,26.155,26.1625,52310,73255,0,8.2,,6.530482220363955e-05,0.0017083333333333332,0,
,PG,19,0,0,150,150,167.492,167.646,25123.8,25146.899999999998,1,3.66,,7.280582924049198e-05,0.0122,0,
,SNY,-302,5201,5201,595,850,57.99286,57.911,34505.7517,49224.35,0,4.77,,5.696875918162177e-05,0.003301038062283737,0,
,TMUS,-27,10281,10281,40,0,257.68,0,10307.2,0,0,0.63,,6.112232226016765e-05,0.01575,,
,TSLA,134,-23510,23510,375,475,234.12667,234.65316,87797.50125,111460.251,1,12.45,,6.248188519350317e-05,0.01464705882352941,0,
,TSM,-1026,-53154,53154,0,0,0,0,0,0,0,0,,,,0,
,UNH,108,0,0,80,90,507.23,508.06222,40578.4,45725.5998,1,6.75,,7.821190229470685e-05,0.039705882352941174,0,
,V,-30,25462,25462,300,150,340.0925,340.382,102027.74999999999,51057.3,0,11.52,,7.525228622912558e-05,0.025599999999999998,0,
,WMT,19,0,0,154,420,85.82117,86.19714,13216.46018,36202.798800000004,1,4.02,,8.134480530407984e-05,0.00700348432055749,0,
,Total,-1391,93722,348454,10214,10061,,,1753551.9535199997,1625282.57145,0,224.38,-1166.62,6.640751369793471e-05,0.011066831072749691,0,
,,,,,,,,,3378834.5249699997,,,,,0.6129032258064516,,,0.0
