Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,,,,,,,,Price,2.84,
,myostatin,,,,,,,,Shares,8.637895,Q224
,PD-1,,,,,,,,MC,24.5316218,
,,,,,,,,,Cash,14.21,Q224
,,,,,,,,,Debt,0.766,Q224
,,,,,,,,,EV,11.087621799999999,
