Main,Unnamed: 1,Unnamed: 2
,Name,Notes
,Alzheimer's Disease,
,Amyotrophic Lateral Sclerosis,
,Charcot-Marie-Tooth 1,
,Dravet Syndrome,
,Duchenne Muscular Dystrophy,
,Epilepsy,
,Essential Tremor,
,Fragile X Syndrome,
,Friedreich's Ataxia,
,Frontotemporal Dementia,
,Generalized Dystonia,
,Huntington's Disease,
,Infantile Spasms,
,Kennedy's Disease,
,Lafora Disease,
,Lennox-Gastaut Syndrome,
,Lewy Body Dementia,
,Migraine,
,Multiple Sclerosis,
,Multiple System Atrophy,
,Myasthenia Gravis,
,Neuromyelitis Optica,
,Neuropathic Pain,
,Niemann-Pick,
,Pain,
,Pantothenate Kinase Associated Neurodegeneration,
,Parkinson's,
,Progressive supranuclear palsy (PSP),"Tauopathy, mostly without mutated tau."
,Pseudobulbar affect,
,Restless Legs Syndrome,
,Rett Syndrome,
,Spinocerebeller ataxia,
,Status Epilepticus,
,Stiff Person Syndrome,
,Stroke,
,Tardive Dyskinesia,
