Main,Unnamed: 1,Unnamed: 2
,Name,Drugs
,Alopecia Areata,
,Ankylosing Spondylitis,
,Asthma,
,Antisynthetase Inflammatory Myositis,daxdilimab
,Atopic Dermatitis,"dupilumab, rocatinlimab"
,Autoimmune Hepatitis,
,Behchet's Disease,
,Bullous Pemphigoid,
,Crohn's Disease,
,Dermatomyositis,daxdilimab
,Discoid Lupus,daxdilimab
,Goodpasture's Syndrome,
,Granulomatosis with Polyangiitis,
,Graves' Disease,
,Guillain-Barre Syndrome,
,Hashimoto's Thyroiditis,
,IgG4-related disease,Uplizna
,ITP,
,Multiple Sclerosis,
,Myasthenia Gravis,Uplizna
,NMOSD,Uplizna
,Pemphigus Vulgaris,
,Polymyositis,
,Psoriasis,
,Psoriatic Arthritis,
,Rheumatoid Arthritis,
,Sjogren's Syndrome,dazodalibep
,SLE,
,Systemic Sclerosis (including diffuse cutaneous),fipaxalparant (failed)
,Type 1 Diabetes,
,Ulcerative Colitis,
,Uveitis,
,Vitiligo,"VYN202 (VYNE, BET)"
