Main,Unnamed: 1,Unnamed: 2
,Brand,Comirnaty
,Economics,BioNTech 50% gross profit split
,MOA,mRNA vaccine
,Regulatory,6/2022: EUA for 3-3ug dose series for 6mo-4yo
,,5/2022: EUA granted for 5-11yo booster dose (10ug 5 months after 2nd 10ug dose)
,Clinical Trials,
,,Phase II/III third 3ug dose in children 6 months to 5 years
,,
,,
,,Phase III vs current
,,"Monovalent Omicron 30ug, 60ug"
,,  13.5x and 19.6x GMT increase
,,Bivalent Omicron BA.1+current
,,  9.1x and 10.9x 
,,
,,BNT162b5: Enhanced mRNA-based vaccine 30ug
,,"wild-type and Omicron, enhanced spike protein"
