Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,Brand,Indication,MOA,Economics,,,,,,,Price,15.3,
,zimberelimab,,PD-1 mab,GILD,,,,,,,Shares,91.511609,Q324
,,,,,,,,,,,MC,1400.1276177000002,
,,,,,,,,,,,Cash,1089.0,Q324
,,,,,,,,,,,Debt,47.0,Q324
,,,,,,,,,,,EV,358.1276177000002,
