Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Toloka,,,,,,,,,Price,27.0,
,Nebius - 2/3rd of revenue,,,,,,,,,Shares,199.340118,Q324
,,,,,,,,,,MC,5382.183185999999,
,,,,,,,,,,Cash,2288.2,Q324
,,,,,,,,,,Debt,0.0,Q324
,"Nebius began executing its plan to invest over USD 1 billion(2) in AI infrastructure across Europe by mid-2025. In September 2024, Nebius announced the launch of a GPU cluster in Paris, which will become one of the first in Europe to feature NVIDIA H200 Tensor Core GPUs. Shortly afterwards, Nebius announced a major expansion of its data center in Finland to triple capacity to 75 MW by the end of 2025 or early 2026. This will enable Nebius to accommodate up to 60,000 GPUs(3) at this location alone, with annual revenue potential of over USD 1 billion at full capacity utilization.(4)",,,,,,,,,EV,3093.9831859999995,
