Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Brand,Generic,Indication,MOA,Approved,Economics,IP,,,Price,190.0,
,Brukinsa,zanubrutinib,"MCL, WM, MZL",BTK,,100%?,,,,Shares,104.69865899999999,Q224
,,tislelizumab,eSCC,PD-1,China,NVS,,,,MC,19892.745209999997,
,Blincyto,blinatumomab,,,,AMGN,,,,Cash,2617.931,Q224
,Kyprolis,,,,,AMGN,,,,Debt,1036.928,Q224
,Pobevcy,,,,,,,,,EV,18311.742209999997,
,Revlimid,,,,,BMY,,,,,,
,,,,,Phase,,,,,6160 HK,,
,,ociperlimab,,TIGIT,,NVS,,,,688235 CH,,
,BGB-A445,,,OX40 mab,,,,,,,,
,,pamiparib,,,,,,,,Global Head of R&D: Lai Wang,,
,BGB-15025,,,HPK1 inhibitor,,,,,,,,
,LBL-007,,,LAG-3,,,,,,,,
,BGB-11417,,,BCL-2,,,,,,,,
,BGB-10188,,,PI3Kdelta inhibitor,,,,,,,,
,BGB-16673,,,BTK Protac,,,,,,,,
,,zanidatamab,,HER2 mab,,,,,,,,
,BGB-23339,,,TYK2 inhibitor,,,,,,,,
