Main,Unnamed: 1,Unnamed: 2
,Brand Name,Kevzara
,Generic Name,REGN88
,Mechanism,fully human monoclonal antibody against IL-R6
,Indication,"RA, ankylosing spondylitis"
,Competition,"Actemra (IL-6R antibody tocilizumab fr DNA), TNFs, etc"
,Regulatory,EC approved polymyalgia rheumatica and pJIA
,Economics,Sanofi
,Administration,
,Clinical Trials,
,,Phase 2/3 in RA
,,
,,
,,Phase 2 in ankylosing spondylitis
,,
,,
,,Phase 1 data from EULAR 2010 and ACR 2010
,,dose-related reductions in biomarkers of inflammation
