Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102
,PPE,,,,,,,,,2200.3,2115.9,2032.9,1962.5,1881.5,1815.3,1750.8,,1670.2,1618.2,,,1504.3,1478.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,4348.7,4308.1,4302,4155.9,4144.2,4027.9,3873.1,,3740.3,3688.3,,,3459.5,3371.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,2649.3,2628.9,2605.8999999999996,2583.2000000000003,2567.2000000000003,2502.7,2452.2000000000003,,2490.1,2457.2999999999997,,,2467.9,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,1.3,2.7,2.4,0.6,0.6,0.4,0.4,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTA,,,,,,,,,273.1,261.2,251.4,249,347.4,260.6,224.4,,206.5,198.2,,,194,197.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,10488.699999999999,11329.100000000002,11057.499999999998,10821.5,10345.4,9818.3,9206.1,0,8847.6,8669.7,0,0,8538.7,8594.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,264.9,235.2,267.6,377.1,295.4,308.9,230.7,,257,285.5,,,250.2,301.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AE,,,,,,,,,291.7,286.7,393.3,367.5,365.3,325.9,349.1,,490.6,328.6,,,319.5,311.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,404.3,402.1,392.1,408.6,379.8,373.1,343.4,,391.7,385.3,,,394.2,399.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,5459.4,5500.4,5452.8,5428,5521.8,5378.2,5325.3,,4882,4815.6,,,4543,4335.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Finance Lease,,,,,,,,,90.3,79.39999999999999,76.3,72.7,68.8,61.9,56.2,,58.5,57.4,,,53.2,558.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating lease,,,,,,,,,5500,5493.400000000001,5392.799999999999,5250.4,5184.8,5015.9,4812.3,,4718.7,4632.8,,,4393.9,3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exhibitor,,,,,,,,,524,519.5,515,510.4,520.7,515.8,510.9,,502.5,497.3,,,481.1,475.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,34,28.5,28.9,31.3,31.1,31.2,31.5,,32.7,32.5,,,32.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,,,,,207.1,188.6,181.4,165,156,134.2,125.7,,104.2,217.3,,,101.8,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,-2287,-1404.7,-1642.7,-1789.5,-2178.3,-2326.8,-2579,,-2590.3,-2582.6,,,-2031,-1696.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,10488.699999999999,11329.1,11057.499999999998,10821.499999999998,10345.400000000001,9818.3,9206.1,,8847.600000000002,8669.699999999999,0,0,8538.699999999999,8594.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,-465.3,-269.49999999999994,-126.9,36.69999999999969,-149.7000000000002,0.5,,,-105.09999999999998,90.20000000000027,89.00000000000013,-23.20000000000014,-117.89999999999998,-76.00000000000011,,,,,,,,,,,,415.50000000000017,-1441.1999999999996,-824.9999999999999,-325.60000000000036,-94.72999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,-567.2,-344,,,-337.4,-121.60000000000002,,,-235.5,8.599999999999994,12.300000000000011,-182,-163.5,-32.80000000000001,,,,,,,,,,,,-149.1,-4589.4,-1269.8,-973.6,-396.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,,,,,114.1,105.70000000000002,,,98.7,97.39999999999999,,,93.6,96.80000000000001,88.70000000000002,85.89999999999995,81.6,78.80000000000001,,,,,,,,,,,,450.0,498.3,425.0,396.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,-6.2,-6.1000000000000005,,,-0.1,0.4,,,0.6,-0.19999999999999996,0.4,-0.10000000000000009,0.5,0.19999999999999996,,,,,,,,,,,,-33.7,64.0,-7.6,1.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Impairment,,,,,,,,,0,0,,,,,,,0,0,0,106.9,,,,,,,,,,,,,,84.3,2513.9,77.2,133.1,106.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Extinguishment,,,,,,,,,0,0,,,135,-38.599999999999994,,,-65.1,-21.60000000000001,-10.799999999999997,-45.3,-5.8,-85.3,,,,,,,,,,,,16.6,-93.6,14.1,92.8,-142.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hycroft,,,,,,,,,0,0,,,-63.9,57.3,,,4.6,5.5,0.7000000000000011,1.799999999999999,1,-0.7,,,,,,,,,,,,0.0,109.0,-6.4,6.3,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amort of net discount,,,,,,,,,42.3,-17.799999999999997,,,-15.5,-16.5,,,-15.2,-14,-13.500000000000004,-12.899999999999995,-11.2,-10,,,,,,,,,,,,11.3,-22.0,-3.9,-65.4,-55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amort deferred financing,,,,,,,,,12.1,3.4000000000000004,,,3.5,3.3,,,2.3,2.4000000000000004,2.3999999999999995,2.5,2.5,2,,,,,,,,,,,,15.8,89.4,139.5,12.6,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PIK,,,,,,,,,52.7,54.39999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,5.4,5.4,,,6.5,19.4,,,25.9,7.800000000000004,7.199999999999996,1.6000000000000014,4.3,4.500000000000001,,,,,,,,,,,,4.4,25.4,43.1,22.5,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Disposition,,,,,,,,,0,0,,,-0.4,0,,,-15.5,0,0,0,,,,,,,,,,,,,,-23.2,-17.4,0.3,0.0,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MI,,,,,,,,,2.8,2.8,,,5.8,0.9000000000000004,,,-1.1,1.2000000000000002,-1,0.7,-2.4,1.2,,,,,,,,,,,,2.7,45.4,1.3,7.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Landlord Contributions,,,,,,,,,3.7,3.7,,,0.6,4.6000000000000005,,,6.4,1.9000000000000004,7.699999999999999,7.899999999999999,4.6,11,,,,,,,,,,,,106.5,43.6,22.0,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rent Benefit,,,,,,,,,-7.5,-7.5,,,-7.1,-6.9,,,-9.6,-9.000000000000002,-8.4,-8.000000000000002,-11.7,-10.7,,,,,,,,,,,,25.7,-4.9,-24.9,-26.6,-35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deferred Rent,,,,,,,,,-21.8,-21.8,,,-48.7,-42.2,,,-38.6,-31.800000000000004,-27.300000000000004,-26.39999999999997,-16.4,-17.4,,,,,,,,,,,,-62.3,3.4,-133.7,-170.1,-124.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Litigation,,,,,,,,,,,,,,,,,116.6,-0.3999999999999915,-16.900000000000006,0,,,,,,,,,,,,,,,,0.0,0.0,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,56.70000000000001,56.70000000000001,,,-72,-34.099999999999994,,,-59.3,-60.60000000000001,24.40000000000002,-10.400000000000006,-71.8,24.6,,,,,,,,,,,,130.0,205.40000000000003,109.70000000000002,-85.30000000000001,-105.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,-312.90000000000003,-165.10000000000002,,,-295,-76.60000000000002,,,-189.89999999999998,-13.399999999999984,65.90000000000003,-77.80000000000001,-188.3,-34.599999999999994,,,,,,,,,,,,579.0,-1129.499999999999,-614.0999999999999,-628.5,-215.20000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,-34.8,-40.400000000000006,,,-47.4,-48.6,-57.50000000000001,,-50.5,-44.599999999999994,,,,,,,,,,,,-518.1,-173.8,-92.4,-202.0,-225.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,30.8,7.800000000000001,-1.5,,0.5,1.0999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,,,,,-16.599999999999998,-40.8,-59.00000000000001,0,-50,-43.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Disposition,,,,,,,,,,,,,7.2,0,,,,,,,,,,,,,,,,,,,,0.0,6.2,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquisitions,,,,,,,,,,,,,0,-17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,,,,,,,,,-27.9,11.4,,,,,,,,,,,,,,,,,,,,1.6999999999999993,10.5,-10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,0.6,-1.2,,,,,,,,,,,,,,,,,,,,0.3,2.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,-54.9,-48.00000000000001,,,,,,,,,,,,,,,,,,,,-516.1,-154.60000000000002,-68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,-61.5,-32.60000000000001,-22.39999999999999,,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,,,,,,,,,-1.6,-1.5,-1.4999999999999996,,-1.2,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Equity Issuance,,,,,,,,,,,,,,,,,146.6,29.099999999999994,316.69999999999993,,-0.5,243.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deferred Financing,,,,,,,,,,,,,,,,,-1.5,-0.3999999999999999,0.09999999999999987,,-0.1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Restricted Unit Witholdings,,,,,,,,,,,,,,,,,-13.1,-1.0999999999999996,0,,-2.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,,,,,,,,,,,,,,,,,68.9,-6.500000000000014,292.9,0,-9,236.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FX,,,,,,,,,,,,,,,,,1.9,0.20000000000000018,-5.9,,-3.4,-0.30000000000000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CIC,,,,,,,,,,,,,,,,,-135.69999999999996,-60.49999999999999,293.90000000000003,-77.80000000000001,-250.70000000000002,157.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,,,,,,-237.29999999999998,-61.999999999999986,8.400000000000027,-77.80000000000001,-238.8,-79.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IMAX,,,,,,,,,185,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dolby Cinema,,,,,,,,,153,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLF,,,,,,,,,55,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dine-in Theatres,,,,,,,,,725,,,,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premium Seating,,,,,,,,,3339,,,,3395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stubs A-List Households,,,,,,,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
