Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,eneboparatide
,Indication,Chronic Hypoparathyroidism
,MOA,PTHR1 agonist
,Clinical Trials,
,,"Phase III ""CALYPSO"""
,,PE met trial continues to 52 weeks
