Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,Brand,Lenvima,,
,Generic,lenvatinib,,
,Indication,differentiated thyroid cancer first indication,,
,MOA,VEGFR1/2/3 inhibitor,,
,Approval,2015-02-13 00:00:00,,
,IP,7253286 - 2025 first expiry,,
,,,,
,,,,286 claim
,,,,
,,,,
,,,,
,,7612208 - 2026 expiry of crystal patent,,
