Main,Unnamed: 1,Unnamed: 2,Unnamed: 3
,Link,https://ailibrary.s3.amazonaws.com/Learning+Process+in+an+Asymmetric+Threshold+Network+-+LeCun+1986.pdf,
,,,
1986-1,"Learning representations by back-propagating errors. Nature 1986, v323, n6088, p533",,
,Authors,"David E. Rumelhart, Geoffrey E. Hinton, Ronald J. Williams.",
,Citations,34391,
,Link,https://ailibrary.s3.amazonaws.com/Learning+Representations+by+Back-Propagating+Errors+-+Rumelhart%2C+Hinton%2C+Williams.pdf,
,References,"1961-1, 1969-1, 1985-2, 1986-2",
,,,
,,,
1986-2,Parallel Distributed Processing: Explorations in the Microstructure of Cognition. Volume 1: Foundations. 1986.,,
,Authors,"David E. Rumelhart, Geoffrey E. Hinton, Ronald J. Williams.",
,Citations,26462,
,Link,https://ailibrary.s3.amazonaws.com/Parallel+Distributed+Processing+-+Explorations+in+the+Microstructure+of+Cognition+-+David+E.+Rumelhart%2C+Geoff+Hinton+James+L.+McClelland+(1986).pdf,
,,,
1987-1,"Speech recognition with continuous-parameter hidden Markov models. Computer Speech and Language 1987, 2:219-234.",,
,Authors,"Lalit R. Bahl, Peter F. Brown, Peter V. de Souza and Robert L. Mercer (IBM)",
,Citations,193,
,Link,https://ailibrary.s3.amazonaws.com/Speech+recognition+with+continuous-parameter+hidden+Markov+models.+Bahl+et+al%2C+Computer+Speech+and+Language+1987.pdf,
,,,
1988-1,Probabilistic Reasoning in Intelligent Systems,,
,Author,Judea Pearl,
,,,
,,,
,,,
1989-1,Backpropagation applied to handwritten zip code recognition. 1989.,,
,Authors,"Yann LeCun, B Boser, JS Denker, D Henderson, RE Howard, W Hubbard, LD Jackel (AT&T/Bell Labs)",
,Citations,14928,
,Link,https://ailibrary.s3.amazonaws.com/Backpropagation+Applied+to+Handwritten+Zip+Code+Recognition+-+LeCun+1989.pdf,
,,,
1989-2,On the approximate realization of continuous mappings by neural networks. Neural Networks 1989.,,
,Authors,K Funahashi,
,Citations,5956,
,Link,https://ailibrary.s3.amazonaws.com/On+the+approximate+realization+of+continuous+mappings+by+neural+networks+-+Funahashi+1989.pdf,
,,,
1989-3,Neural networks and principal component analysis - Learning from examples without local minima. Neural Networks 1989.,,
,Authors,"Pierre Baldi, Kurt Hornik (UCSD)",
,Citations,1950,
,Link,https://ailibrary.s3.amazonaws.com/Neural+networks+and+principal+component+analysis+-+Learning+from+examples+without+local+minima.+Baldi%2C+Hornik+1989.pdf,
,,,
1990-1,"Identification and control of dynamical systems using neural networks. IEEE Transact Neural Net 1990, Vol 1, No 1",,
,Authors,"Kumpati S. Narendra, Kannan Parthasarathy",
,Citations,11169,
,Link,https://ailibrary.s3.amazonaws.com/Identification+and+Control+of+Dynamical+Systems+Using+Neural+Networks+-+Narendra+1990.pdf,
,,,
1990-2,Handwritten Digit Recognition with a Back-Propagation Network.,,
,Authors,"Yann LeCun, B. Boser, JS Denker, D Henderson, RE Howard, W Hubbard, LD Jackel (Bell Labs)",
,Citations,5749,
,Link,https://proceedings.neurips.cc/paper/1989/file/53c3bce66e43be4f209556518c2fcb54-Paper.pdf,
,,,
1992-1,"Adaptation in natural and artificial systems: an introductory analysis with applications to biology, control and artificial intelligence. 1992.",,
,Author,JH Holland,
,Citations,80021,
,Link,https://ailibrary.s3.amazonaws.com/Adaptation+in+Natural+and+Artificial+Systems+-+An+Introductory+Analysis+with+Applications+to+Biology%2C+Control%2C+and+Artificial+Intelligence+-+John+H.+Holland+-+The+MIT+Press+(1992).pdf,
,,,
1992-2,Class-Based n-gram Models of Natural Language. Comput Ling 1992.,,
,Authors,"Peter F. Brown, Peter V. deSouza, Robert Mercer, Vincent J Della Pietra, Jenifer C Lai (IBM)",
,Citations,4388,
,Link,https://dl.acm.org/doi/pdf/10.5555/176313.176316,
,,,
1992-x,The Encyclopedia of AI,,
,Authors,Shapiro,
,,,
,,,
1994-1,Learning long-term dependencies with gradient descent is difficult. IEEE Trans Neural Net 1994.,,
,Authors,"Yoshua Bengio, P Simard, P Frasconi",
,Citations,11155,
,Link,https://ailibrary.s3.amazonaws.com/Learning+long-term+dependencies+with+gradient+descent+is+difficult.+Bengio+Simard+Frasconi+1994.pdf,
,,,
1994-2,"TD-Gammon, a self-teaching backgammon program, achieves master-level play. Neural Computation 1994; 6(215-219)",,
,Authors,Gerald Tesauro (IBM),
,Citations,1218,
,Link,https://ailibrary.s3.amazonaws.com/TD-Gammon%2C+A+Self-Teaching+Backgammon+Program%2C+Achieves+Master-Level+Play.pdf,
,,,
1995-1,"Convolutional networks for images, speech and time series. The handbook of Brain Theory and Neural Networks 1995.",,
,Authors,"Yann LeCun, Yoshua Bengio",
,Citations,6961,
,Link,https://ailibrary.s3.amazonaws.com/Convolutional+networks+for+images%2C+speech+and+time+series.+LeCun%2C+Bengio+1995.pdf,
,,,
1997-1,The Symbolic Species,,
,Author,Terrence Deacon,
,,,
1997-2,Multitask Learning. Machine Learning 28,,
,Authors,Rich Caruana,
,Citations,,
,Link,,
,,,
1998-1,"Neural Networks: A Comprehensive Foundation. Prentice Hall, 1998.",,
,Authors,S Haykin,
,Citations,62084,
,Link,https://ailibrary.s3.amazonaws.com/Neural+Networks+-+A+Comprehensive+Foundation+-+Simon+Haykin+-+Prentice+Hall+(1998).pdf,
,,,
1998-2,Gradient-based learning applied to document recognition. Proc IEEE 1998.,,
,Authors,"Yann LeCun, Leon Bottou, Yoshua Bengio, Patrick Haffner. (AT&T, U Montreal)",
,Citations,57102,
,Link,https://ailibrary.s3.amazonaws.com/Gradient-based+learning+applied+to+document+recognition+-+LeCun.pdf,
,,,
2001-1,Random Forests. Mach Learn 2001(45):5-32,,
,Authors,"Leo Breiman, UC Berkeley",
,Citations,113005,
,Link,https://link.springer.com/content/pdf/10.1023/a:1010933404324.pdf,
,,,
2002-1,"Deep Blue. Artif Intell 2002, 134:57-83.",,
,Authors,"Murray Campbell, A. Joseph Hoane Jr., Feng-hsiung Hsu (IBM)",
,Citations,1812,
,Link,https://ailibrary.s3.amazonaws.com/Deep+Blue+-+Campbell%2C+Hoane%2C+Hsu.pdf,
,,,
,"Nash q-learning for general-sum stochastic games. Journal of
 machine learning research, 4(Nov):1039–1069, 2003.",,
,Authors,"Junling Hu, Michael Wellman",
,Citations,,
,Link,,
,,,
2004-1,MapReduce: simplified data processing on large clusters. 2004.,,
,Authors,"Jeff Dean, S Ghemawat.",
,Citations,12844,
,Comments,"Not AI, including because of Dean and relative historical importance.",
,Link,https://ailibrary.s3.amazonaws.com/MapReduce+-+Dean%2C+Ghemawat.pdf,
,,,
2004-2,"Learning Generative Visual Models from Few Training Examples: An Incremental Bayesian Approach Tested on 101 Object Categories. CVPRW 2004. Comput. Vision Image Understanding 106, 1 (2007), 59–70.",,
,Authors,"Li Fei-Fei (Caltech), Rob Fergus, Pietro Perona",
,Citations,4936,
,Link,https://ailibrary.s3.amazonaws.com/Learning+Generative+Visual+Models+from+Few+Training+Examples+-+An+Incremental+Bayesian+Approach+Tested+on+101+Object+Categories+-+Fei-Fei+et+al+CVPR+2004.pdf,
,Link,https://ailibrary.s3.amazonaws.com/Learning+generative+visual+models+from+few+training+examples+-+An+incremental+Bayesian+approach+tested+on+101+object+categories.+Fei-Fei+et+al.+2007.pdf,
,,,
2004-3,Learning Methods for Generic Object Recognition with Invariance to Pose and Lighting. CVPR 2004.,,
,Authors,"Yann LeCun, Fu Jie Huang, Leon Bottou",
,Citations,1783,
,Link,https://ailibrary.s3.amazonaws.com/Learning+Methods+for+Generic+Object+Recognition+with+Invariance+to+Pose+and+Lighting+-+LeCun+2004.pdf,
,,,
2005-1,A Framework for Learning Predictive Structures from Multiple Tasks and Unlabeled Data,,
,Authors,"Rie Kubota Ando (IBM), Tong Zhang (Yahoo)",
,Citations,1669,
,Link,https://www.jmlr.org/papers/volume6/ando05a/ando05a.pdf,
,,,
2005-2,Automatically Constructing a Corpus of Sentential Paraphrases. IWP2005.,,
,Authors,"William B. Dolan, Chris Brockett (Microsoft)",
,Citations,1323,
,Link,https://aclanthology.org/I05-5002.pdf,
,,,
2006-1,"Pattern recognition and machine learning. Springer, 2006.",,
,Authors,Christopher M. Bishop,
,Citations,65618,
,Link,https://ailibrary.s3.amazonaws.com/Pattern+Recognition+and+Machine+Learning+-+Christopher+M.+Bishop+(2006).pdf,
,,,
2006-2,Reducing the dimensionality of data with neural networks. 2006.,,
,Authors,"Geoff Hinton, RR Salakhutdinov.",
,Citations,20836,
,Link,https://ailibrary.s3.amazonaws.com/Reducing+the+dimensionality+of+data+with+neural+networks.+Hinton%2C+Salakhutdinov+-+2006.pdf,
,,,
2006-3,A fast learning algorithm for deep belief nets. Neural Computation 2006.,,
,Authors,"GE Hinton, S Osindero, YW Teh",
,Citations,19905,
,Link,https://ailibrary.s3.amazonaws.com/A+fast+learning+algorithm+for+deep+belief+nets.+Hinton%2C+Osindero%2C+Teh+-+2006.pdf,
,,,
2006-4,Domain Adaptation with Structural Correspondence Learning. EMNLP 2006.,,
,Authors,"John Blitzer, Ryan McDonald, Fernando Pereira",
,Citations,1875,
,Link,https://aclanthology.org/W06-1615.pdf,
,,,
2007-1,Caltech-256 Object Recognition Dataset. 2007.,,
,Authors,"Greg Griffin, Alex Holub, Pietro Perona",
,Citations,2736,
,Link,https://ailibrary.s3.amazonaws.com/Caltech-256+Object+Recognition+Dataset+2007.pdf,
,,,
2007-2,"Lessons from the Netflix Prize Challenge. ACM SIGKDD Explor. Newsl. 9, 2 (2007), 75–79.",,
,Authors,"Robert M. Bell, Yehuda Koren (AT&T)",
,Citations,1161,
,Link,https://ailibrary.s3.amazonaws.com/Lessons+from+the+Netflix+Prize+Challenge+-+Bell+and+Koren+2007.pdf,
,,,
2008-1,Visualizing data using t-SNE. J Mach Learn Res 2008.,,
,Authors,"L Van der Maaten, Geoffrey E Hinton",
,Citations,35378,
,Link,https://ailibrary.s3.amazonaws.com/Visualizing+Data+using+t-SNE+-+van+der+Maaten%2C+Hinton+2008.pdf,
,,,
2008-2,A Unified Architecture for NLP: Deep Neural Networks with Multitask Learning. ICML 2008.,,
,Authors,"Ronan Collobert, Jason Weston (NEC)",
,Citations,7185,
,Link,http://machinelearning.org/archive/icml2008/papers/391.pdf,
,,,
2009-1,ImageNet: A large-scale hierarchical image database. IEEE Conf Comput Vis Patt Recog 2009,,
,Authors,"Jia Deng, Wei Dong, Richard Socher, Li-Jia Li, Kai Li, Li Fei-Fei (Princeton)",
,Citations,55215,
,Link,https://ailibrary.s3.amazonaws.com/ImageNet+-+A+Large-Scale+Hierarchical+Image+Database+-+Deng+et+al+2009.pdf,
,,,
2009-2,Learning multiple layers of features from tiny images. 2009.,,
,Authors,"A Krizhevsky, Geoffrey E Hinton.",
,Citations,23440,
,Link,https://ailibrary.s3.amazonaws.com/Learning+multiple+layers+of+features+from+tiny+images+-+Krizhevsky+2009.pdf,
,,,
2009-3,Convolutional Deep Belief Networks for Scalable Unsupervised Learning of Hierarchical Representations,,
,Authors,"Honglak Lee, Roger Grosse, Rajesh Ranganath, Andrew Y Ng (Stanford)",
,Citations,3366,
,Link,https://web.eecs.umich.edu/~honglak/icml09-ConvolutionalDeepBeliefNetworks.pdf,
,,,
2009-4,What is the best multi-stage architecture for object recognition?,,
,Authors,"Kevin Jarrett, Koray Kavukcuoglu, Marc Aurelio Ranzato, Yann LeCun (NYU)",
,Citations,2819,
,Link,https://ailibrary.s3.amazonaws.com/What+is+the+best+multi-stage+architecture+for+object+recognition+-+Jarrett+ICCV+2009.pdf,
,,,
2009-5,A Scalable Hierarchical Distributed Language Model,,
,Authors,"Andriy Mnih, Geoffrey Hinton (U Toronto)",
,Citations,1249,
,Link,https://aclanthology.org/K16-1006.pdf,
,,,
2009-6,Differentiable Sparse Coding. NIPS 2008.,,
,Authors,"A Krizhevsky, Geoffrey E Hinton.",
,Citations,55,
,Link,https://papers.nips.cc/paper_files/paper/2008/file/1458e7509aa5f47ecfb92536e7dd1dc7-Paper.pdf,
,,,
2009-7,The Fifth PASCAL Recognizing Textual Entailment Challenge. TAC 2009.,,
,Authors,"Luisa Bentivogli, Ido Dagan, Hoa Trang Dang (NIST), Danilo Giampiccolo, Bernardo Magnini",
,Citations,,
,Link,https://tac.nist.gov//publications/2009/additional.papers/RTE5_overview.proceedings.pdf,
,,,
2010-1,"Artificial Intelligence: a modern approach, 3rd Edition.",,
,Authors,"Stuart Russell, Peter Norvig",
,Citations,55931,
,Link,https://ailibrary.s3.amazonaws.com/Artificial+Intelligence+-+A+Modern+Approach+-+Stuart+Russell%2C+Peter+Norvig+-+Prentice+Hall+(2010).pdf,
,,,
2010-2,Understanding the difficulty of training deep feedforward neural networks. 2010.,,
,Authors,"Xavier Glorot, Yoshua Bengio (U Montreal)",
,Citations,21401,
,Link,https://ailibrary.s3.amazonaws.com/Understanding+the+difficulty+of+training+deep+feedforward+neural+networks.pdf,
,,,
2010-3,Rectified linear units improve restricted Boltzmann machines. Proc 27th ICML 2010.,,
,Authors,"Vinod Nair, Geoffrey E Hinton",
,Citations,22158,
,Link,https://ailibrary.s3.amazonaws.com/Rectified+Linear+Units+Improve+Restricted+Boltzmann+Machines+-+Nair%2C+Hinton.pdf,
,,,
2010-4,Convolutional Networks and Applications in Vision. IEEE Int Symp Circ Sys (ISCAS 2010),,
,Authors,"Yann LeCun, Koray Kavukcuoglu, Clement Farabet",
,Citations,2712,
,Link,https://ailibrary.s3.amazonaws.com/Convolutional+Networks+and+Applications+in+Vision+-+LeCun+2010.pdf,
,,,
2010-5,Deep learning via Hessian-free optimization. 2010,,
,Authors,James Martens.,
,Citations,1164,
,Link,https://ailibrary.s3.amazonaws.com/Deep+learning+via+Hessian-free+optimization+-+Martens.pdf,
,,Adaptive method of realizing natural gradient learning for multilayer perceptrons. Amari Park Fukumizu et al. Neural Computation 2000.,
,,"Greedy layer-wise training of deep networks. Bengio, Lamblin, Popvici, Larochelle. NIPS 2007.",
,,"Why does unsupervised pre-training help deep learning? Erhan, Bengio, Courville, Manzagol, Vincent, Bengio. J ML Res 2010.",
,,"Reducing the dimensionality of data with neural networks. Hinton, Salakhutdinov. Science 2006.",
,,"Efficient backprop. LeCun, Bottou, Orr, Muller. Neural Networks: Tricks of the trade 1998.",
,,"Second-order stagewise back-propagation for hessian-matrix analyses and investigation of negative curvature. Mizutani, Dreyfus. Neural Networks 2008.",
,,"Numerical Optimization. Nocedal, Wright. Springer 1999.",
,,Fast exact multiplication by the hessian. Neural Computation 1994.,
,,Fast curvature matrix-vector products for second-order gradient descent. Schraudolph. Neural Computation 2002.,
,,,
2010-6,Convolutional Deep Belief Networks on CIFAR-10,,
,Authors,Alex Krizhevsky,
,Citations,780,
,Link,https://www.cs.toronto.edu/~kriz/conv-cifar10-aug2010.pdf,
,,,
2010-x,A Reduction of Imitation Learning and Structured Prediction to No-Regret Online Learning,,
,Authors,Stephane Ross et al.,
,Citations,,
,Link,https://arxiv.org/abs/1011.0686,
,,,
2011-1,The Winograd Schema Challenge. ICPKRR 2011.,,
,Authors,"Levesque, Davis, Morgenstern",
,Citations,1188,
,Link,https://cdn.aaai.org/ocs/4492/4492-21843-1-PB.pdf,
,,,
2011-2,Using Very Deep Autoencoders for Content-Based Image Retrieval,,
,Authors,"Alex Krizhevsky, Geoffrey E Hinton",
,Citations,554,
,Link,https://www.cs.toronto.edu/~hinton/absps/esann-deep-final.pdf,
,,,
2011-3,High-Performance Neural Networks for Visual Object Classification. arXiv 2/1/2011.,,
,Authors,"Dan C. Ciresan, Ueli Meier, Jonathan Masci, Luca M. Gambardella, Jurgen Schmidhuber (IDSIA)",
,Citations,383,
,Link,https://arxiv.org/pdf/1102.0183.pdf,
,,,
2011-4,Natural language processing (almost) from scratch. J Mach Learn Res 2011.,,
,Authors,"Collobert, et al.",
,Citations,,
,Link,,
,,,
2012-1,Imagenet classification with deep convolutional neural networks. NIPS 2012.,,
,Authors,"Alex Krizhevsky, Ilya Sutskever, Geoffrey E Hinton. NIPS. Comm ACM 2017.",
,Citations,119294,
,Link,https://ailibrary.s3.amazonaws.com/ImageNet+Classification+with+Deep+Convolutional+Neural+Networks+-+Krizhevsky%2C+Sutskever%2C+Hinton+2017.pdf,
,Link,https://www.image-net.org/challenges/LSVRC/2010/index.php,
,Link,https://www.image-net.org/challenges/LSVRC/2012/index.php,
,,,
2012-2,Improving neural networks by prevening co-adaptation of deature detectors. arXiv 7/3/2012.,,
,Authors,"Geoffrey E. Hinton, N. Srivastava, A. Krizhevsky, Ilya Sutskever, RR Salakhutdinov",
,Citations,10383,
,Link,https://arxiv.org/pdf/1207.0580.pdf,
,,,
2012-3,Random search for hyper-parameter optimization. J Mach Learn Res 2012.,,
,Authors,"J Bergstra, Yoshua Bengio.",
,Citations,10224,
,Link,https://ailibrary.s3.amazonaws.com/Random+search+for+hyper-parameter+optimization.+Bergstra%2C+Bengio+2012.pdf,
,,,
2012-4,Multi-column Deep Neural Networks for Image Classification,,
,Authors,"Dan Ciresan, Ueli Meier, Jurgen Schmidhuber",
,Citations,6961,
,Link,https://arxiv.org/pdf/1202.2745.pdf,
,,,
2012-5,What Regularized Auto-Encoders Learn from the Data Generating Distribution. arXiv 2012.,,
,Authors,"Guillaume Alain, Yoshua Bengio",
,Citations,592,
,Link,https://arxiv.org/abs/1211.4246,
,,,
2013-1,Distributed representations of words and phrases and their compositionality. 2013.,,
,Authors,"Tomas Mikolov, Ilya Sutskever, Kai Chen, Greg Corrado, Jeffrey Dean.",
,Citations,39916,
,Link,https://ailibrary.s3.amazonaws.com/Distributed+Representations+of+Words+and+Phrases+and+Their+Compositionality+-+Mikolov%2C+2013.pdf,
,,,
2013-2,Efficient estimation of word representations in vector space. arXiv 2013.,,
,Authors,"Tomas Mikolov, Kai Chen, Greg Corrado, Jeff Dean",
,Citations,36613,
,Link,https://ailibrary.s3.amazonaws.com/Efficient+Estimation+of+Word+Representations+in+Vector+Space.pdf,
,,,
2013-3,Intriguing properties of neural networks. 2013.,,
,Authors,"Christian Szegedy, Wojciech Zaremba, Ilya Sutskever, Joan Bruna, Dumitru Erhan, Ian Goodfellow, Rob Fergus",
,Citations,13688,
,Link,https://ailibrary.s3.amazonaws.com/Intriguing+properties+of+Neural+Networks.pdf,
,,,
2013-4,Playing Atari with deep reinforcement learning. arXiv 2013.,,
,Authors,"Mnih V, Kavukcuoglu K, Silver D, Graves A, Antonoglou I, Wierstra D, Riedmiller, M.",
,Citations,12509,
,Link,https://ailibrary.s3.amazonaws.com/Playing+Atari+with+Deep+Reinforcement+Learning+-+Mnih+2013.pdf,
,,,
2013-5,Speech recognition with deep recurrent neural networks. IEEE Intl 2013.,,
,Authors,"A Graves, A Mohamed, Geoffrey E Hinton (U Toronto)",
,Citations,10378,
,Link,https://arxiv.org/pdf/1303.5778.pdf,
,,,
2013-6,One Billion Word Benchmark for Measuring Progress in Statistical Language Modeling,,
,Authors,Chelba et al.,
,Citations,1142,
,Link,https://arxiv.org/abs/1312.3005,
,,,
2014-1,Generative adversarial nets. Adv NIPS 2014.,,
,Authors,"Ian Goodfellow, Jean Pouget-Abadie, Mehdi Mirza, Bing Xu, David Warde-Farley, Sherjil Ozair, Aaron Courville, Yoshua Bengio (U Montreal)",
,Citations,58870,
,Link,https://arxiv.org/pdf/1406.2661.pdf,
,,,
2014-2,"Dropout: a simple way to prevent neural networks from overfitting. J Mach Learn Res 2014: 15, 1929-1958.",,
