Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,,,,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0
,Deliveries,,,,,,,,,,47,,,,,,,,,,,,,,,,,
,Executive,,,,,,,,,,27,,,,,,,,,,,,,,,,,
,Commercial,,,,,,,,,,19,,,,,,,,,,,,,,,,,
,Defense,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Backlog,,,,,,,,,,21100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,,,,,1292.3,,,896.6,1494.2,,,,,,,4197.2,4540.4,5268.5,5795.35,6374.885000000001,7012.3735000000015,7713.610850000002,8484.971935000003,9333.469128500004,10266.816041350006,11293.497645485008
,COGS,,,,,,,,,,,,,,,,,3537.6,3628.2,4358.9,,,,,,,,
,Gross Profit,,,,,,,,,,,,,,,,,659.5999999999999,912.1999999999998,909.6000000000004,1043.163,1211.2281500000001,1402.4747000000004,1581.2902242500004,1739.4192466750005,1960.0285169850008,2156.031368683501,2428.1019937792767
,Admin,,,,,,,,,,,,,,,,,153.2,184.9,204.9,215.145,225.90225,237.19736250000003,249.05723062500005,261.51009215625004,274.58559676406253,288.31487660226566,302.73062043237894
,S&M,,,,,,,,,,,,,,,,,226.4,274.4,314.7,330.435,346.95675,364.3045875,382.51981687500006,401.64580771875006,421.7280981046876,442.814503009922,464.95522816041813
,R&D,,,,,,,,,,,,,,,,,43.0,110.0,90.3,94.815,99.55575,104.53353750000001,109.76021437500002,115.24822509375002,121.01063634843753,127.06116816585941,133.4142265741524
,Operating Expenses,,,,,,,,,,,,,,,,,422.6,569.3,609.9,640.395,672.41475,706.0354875,741.3372618750002,778.4041249687502,817.3243312171877,858.1905477780471,901.1000751669495
,Operating Income,,,,,,,,,,,,,,,,,236.9999999999999,342.89999999999986,299.7000000000004,402.76800000000003,538.8134000000001,696.4392125000004,839.9529623750002,961.0151217062503,1142.7041857678132,1297.8408209054542,1527.0019186123272
,EBITDA,,,,,,148.9,,,47.1,190.4,,,,,,,,,,,,,,,,,
,Interest Expense,,,,,,,,,,,,,,,,,-199.39999999999998,-123.5,-193.29999999999998,-193.29999999999998,-193.29999999999998,-193.29999999999998,-193.29999999999998,-193.29999999999998,-193.29999999999998,-193.29999999999998,-193.29999999999998
,Pretax Income,,,,,,,,,,,,,,,,,37.59999999999991,219.39999999999986,106.4000000000004,209.46800000000005,345.51340000000016,503.13921250000044,646.6529623750002,767.7151217062503,949.4041857678133,1104.5408209054542,1333.7019186123273
,Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,,,,,,,,,0.08176879824644989,0.16036032067659245,,,,,,,,
,Gross Margin,,,,,,,,,,,,,,,,,0.15715238730582293,0.20090740903885118,0.1726487615070704,,,,,,,,
