Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Avodart, Jalyn (US combination), Duodart (EU combination)."
,Generic Name,dutasteride (Jalyn/Duodart is combination dutasteride and tamsulosin).
,Indication,"BPH, Reducing risk of prostate cancer"
,Timeline,1/26/11 Received CRL for prostate cancer.
,,6/14/10 FDA approves Jalyn combination.
,,3/31/10 EMEA approval of Duodart.
,,5/29/10 Resubmitted prostate cancer sNDA.
,,10/1/09 Submitted prostate cancer sNDA.
,IP,"COM 5565467 expires 11/20/2015, COM 5998427 expires 9/17/2013."
,Clinical Trials,
,,Phase III COMBAT combination versus individual drugs
,,
,,
,,
,,Phase III REDUCE n=8121
,,Reduced risk of all biopsy-detectable prostate cancer by 23%
