Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0
,Orders,1736.0,2161.0,2583.0,,,
,GOV,53414.0,66771.0,80231.0,,,
,ASP,30.768433179723502,30.89819527996298,31.061169183120402,,,
,,,,,,,
,Revenue,6583.0,8635.0,10722.0,12866.4,15439.679999999998,18527.615999999998
,COGS,3588.0,4589.0,5542.0,6690.528,8028.633599999999,9634.36032
,Gross Profit,2995.0,4046.0,5180.0,6175.871999999999,7411.046399999999,8893.255679999998
,S&M,1682.0,1876.0,2037.0,2240.7000000000003,2464.7700000000004,2711.2470000000008
,R&D,829.0,1003.0,1168.0,1284.8000000000002,1413.2800000000004,1554.6080000000006
,G&A,1147.0,1235.0,1452.0,1597.2,1756.9200000000003,1932.6120000000005
,Operating Expenses,3658.0,4114.0,4657.0,5122.700000000001,5634.970000000001,6198.467000000002
,Operating Income,-663.0,-68.0,523.0,1053.1719999999987,1776.076399999998,2694.788679999996
,Interest Income,194.0,45.0,-275.0,0.0,0.0,0.0
,Pretax Income,-469.0,-23.0,248.0,1053.1719999999987,1776.076399999998,2694.788679999996
,Taxes,-33.0,-24.0,34.0,105.31719999999987,177.60763999999983,269.47886799999964
,Net Income,-436.0,1.0,214.0,947.8547999999988,1598.4687599999984,2425.3098119999963
,EPS,-1.1738953671519305,0.002544865987357106,0.4973944896128225,2.2030736190330065,3.7152782852441146,5.637082878937892
,Shares,371.413,392.948,430.242,430.242,430.242,430.242
,,,,,,,
,Revenue y/y,,0.3117119854169832,0.24169079328315002,0.19999999999999996,0.19999999999999996,0.19999999999999996
,Gross Margin,0.4549597447972049,0.4685581933989577,0.48311882111546356,0.48,0.48,0.48
,,,,,,,
,CFFO,367.0,1673.0,2132.0,2865.8547999999987,3516.4687599999984,4343.309811999996
,CX,346.0,324.0,330.0,330.0,330.0,330.0
,FCF,21.0,1349.0,1802.0,2535.8547999999987,3186.4687599999984,4013.309811999996
