Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,Brand,Symdeko,,,,,Tezacaftor
,Generic,"ivacaftor, tezacaftor",,,,,
,Indication,Cystic Fibrosis,,,,,
,Regulatory,,,,,,
,Approval,2/12/2018 FDA,,,,,
,IP,7645789 COM for tezacaftor expires 5/1/2027,,,,,
