Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61
,,Q199,Q299,Q399,Q499,Q100,Q200,Q300,Q400,Q101,Q201,Q301,Q401,Q102,Q202,Q302,Q402,Q103,Q203,Q303,Q403,Q104,Q204,Q304,Q404,Q105,Q205,Q305,Q405,Q106,Q206,Q306,Q406,Q107,Q207,Q307,Q407,Q108,Q208,Q308,Q408,Q109,Q209,Q309,Q409,Q110,Q210,Q310,Q410,,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009E
,Total Y/Y,,,,,0.010000000000000009,0.010000000000000009,0.010000000000000009,-0.00990099009900991,-0.06934931506849318,-0.10342806914737768,-0.06579558652729378,-0.10000580383052815,-0.016314014106102337,0.07797385620915032,0.03692422452912303,0.06397797109673764,0.11674667996757893,0.10334687443157708,0.10386067981535874,0.19931511000666702,0.14284119141333784,0.09927187800522064,0.09903060254704421,0.1430448515476943,0.1138251099169516,0.13887222555488887,0.10243613183772315,0.023963215138385285,0.03289473684210531,0.07892195593012041,0.10085163603765124,0.10751295336787559,0.48450106157112516,0.449959316517494,0.47516286644951133,0.48538011695906436,0.1624713958810069,0.13243546576879917,0.1313828319072592,0.011811023622047223,-0.08686023622047245,-0.04509415262636274,-0.02683581361307641,0.06070038910505837,0.01482080301805433,,,,,,0.010000000000000009,-0.08453827768523225,0.03976493261749825,0.130843681519357,0.1213699367514467,0.09268081940260897,0.08004217370293887,0.3224527150701648,0.2344482891195694,-0.025601096299987525
,  Domestic Y/Y,,,,,0.020000000000000018,0.030000000000000027,0.020000000000000018,0.030000000000000027,-0.049840933191940606,-0.10532150776053217,-0.04632587859424919,-0.1289036885245901,0.004129464285714368,0.12441140024783137,0.01663874930206588,0.044354791281948636,0.11125930865844169,0.026559400484901907,0.08150263620386622,0.18538123662574613,0.08121624324864962,0.05958132045088571,0.03859435303676628,0.07733966745843235,0.030527289546715908,0.1063829787234043,0.0514375122237436,-0.007849016668136644,0.008976660682226134,0.07051282051282048,0.05840773809523814,0.05066666666666664,0.44928825622775803,0.3361847733105219,0.398066783831283,0.3756345177664975,0.11663597298956407,0.08450704225352124,0.11187932118164667,0.01783517835178361,-0.05112699285321609,0.008264462809917328,-0.04409270774448837,0.05196374622356492,-0.0961761297798378,,,,,,0.020000000000000018,-0.08279521276595747,0.04544044260284341,0.10068230986853055,0.06453482511843567,0.04301100721978934,0.04693386591620907,0.21807934099284632,0.23456130984160883,-0.010234971889865885
,  International Y/Y,,,,,0.010000000000000009,-0.009900990099009799,0,-0.05660377358490576,-0.09208899876390608,-0.10130515848353017,-0.08914431673052359,-0.06224899598393574,-0.04125255275697748,0.02614107883817418,0.06239484015703867,0.08779443254817987,0.12375745526838955,0.19726378218088692,0.13072456117196762,0.21555118110236227,0.22069880583812473,0.1408950182943991,0.1684855558797782,0.21770580296896092,0.20703933747412018,0.17051509769094153,0.1545300169813204,0.05594467594644903,0.055746140651800946,0.08666329455403798,0.14033569821768466,0.1612090680100755,0.5166531275385866,0.5531419705197829,0.5417298937784523,0.5791757049891539,0.20246384574183174,0.16983016983016985,0.14665354330708658,0.0073260073260073,-0.11581291759465484,-0.0836891545687447,-0.01373390557939913,0.06727272727272737,0.11133501259445855,,,,,,-0.019607843137254832,-0.086623190710991,0.03294789634995832,0.16750960954885685,0.18650724888811876,0.1437542595657677,0.11108746541817416,0.41467151886611764,0.23436230706742478,-0.03729296917845781
,Total Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,
,Total Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07609415262636274,,,,,,,,,,,,,,,,,,
,International Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,,,,,,,,,,,,,,,,
,International Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1306891545687447,,,,,,,,,,,,,,,,,,
,OTC % of Sales,0.12166029272524345,0.10793383795906925,0.1166852302260208,0.1393327726380712,0.12895991028875806,0.10793383795906925,0.1295206055508831,0.1393327726380712,0.12699747687132043,0.10456966638631904,0.1247546958228203,0.13204373423044574,0.12293243622091393,0.11897953462293243,0.12643678160919541,0.13708999158957108,0.13638912251191476,0.12553966918979534,0.1396972245584525,0.1711802635267732,0.15783571628819737,0.14925707877768432,0.15870479394449116,0.20535463975329407,0.1920381272778245,0.17605831230726102,0.17768432856742358,0.2049341183067003,0.18306700308382395,0.1889543033361368,0.19596299411269974,0.21222315671432576,0.3523969722455845,0.3380992430613961,0.35435940566302215,0.39669189795346227,0.44687412391365294,0.3938884216428371,0.40342024109896274,0.40818615082702553,0.3779086066722736,0.36725539669189794,0.3919259882253995,0.4199607513316512,0.33837959069245865,0,0.31090552284833195,,,,,,,,,,,,,
,Skin Care % of Sales,0.10187186776017626,0.10331329366933514,0.0967738457225421,0.09415448741344928,0.1104569666386319,0.11157835716288197,0.10064479955144379,0.09980375665825623,0.10372862349313149,0.10120549481356883,0.09498177740398094,0.09077656293804316,0.1118587047939445,0.112139052425007,0.10972806279786936,0.10723296888141295,0.13036164844407064,0.12559573871600785,0.11802635267731988,0.12966077936641435,0.15763947294645358,0.1426969442108214,0.1426969442108214,0.1569946733950098,0.17381553125876087,0.16876927389963556,0.1631623212783852,0.16708718811326045,0.18474908887019906,0.18671152228763668,0.17802074572469861,0.1920381272778245,0.2141855901317634,0.21222315671432576,0.2066162040930754,0.22231567143257638,0.23549201009251472,0.2352116624614522,0.24053826745164003,0.23661340061676478,0.23605270535463976,0.2335295766750771,0.23605270535463976,0.23605270535463976,0.2579198205775161,0,0.224278104850014,,,,,,,,,,,,,
,Baby Care % of Sales,0.08434927778914322,0.08671712924025791,0.08548121794919505,0.08441860700060869,0.08662741799831791,0.08774880852256799,0.08802915615363051,0.08354359405663023,0.07737594617325484,0.08186150827025511,0.08130081300813008,0.0768152509111298,0.07886178861788619,0.08270255116344268,0.08418839360807401,0.07961872722175498,0.08528174936921783,0.09265489206616204,0.09436501261564341,0.09475749929913092,0.0961592374544435,0.10092514718250631,0.10131763386599382,0.10723296888141295,0.1062797869358004,0.11017661900756939,0.11090552284833194,0.11017661900756939,0.11382113821138211,0.11774600504625736,0.12643678160919541,0.12924025791982058,0.12531539108494533,0.13652929632744604,0.14325763947294645,0.1505466778805719,0.14942528735632185,0.16035884496776,0.16428371180263526,0.14662181104569666,0.13708999158957108,0.14241659657975891,0.15250911129800954,0.15250911129800954,0.14830389683207176,0,0.1586767591813849,,,,,,,,,,,,,
,Oral Care % of Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02691337258200168,0.03167928231006448,0.10064479955144379,0.0992430613961312,0.11101766190075694,0.10625175217269414,0.10821418559013177,0.11438183347350715,0.12167087188113261,0.11101766190075694,0.10232688533781889,0.10821418559013177,0.11494252873563218,0.11494252873563218,0.10681244743481917,0,0.10765349032800672,,,,,,,,,,,,,
,Women's Health % of Sales,0.09728062797869358,0.0992430613961312,0.10092514718250631,0.10036445192038128,0.09531819456125595,0.09812167087188113,0.09531819456125595,0.08802915615363051,0.08746846089150546,0.08522567984300533,0.0912251191477432,0.08087748808522568,0.08343145500420522,0.08985141575553686,0.09055228483319316,0.0870479394449117,0.08763666947014298,0.09643958508550603,0.10047659097280627,0.0993552004485562,0.09767311466218109,0.10316792823100644,0.1040650406504065,0.1072049341183067,0.10569105691056911,0.11382113821138211,0.11157835716288197,0.1087748808522568,0.1118587047939445,0.12419400056069527,0.12111017661900757,0.11774600504625736,0.11802635267731988,0.12980095318194562,0.12924025791982058,0.12924025791982058,0.12924025791982058,0.14129520605550883,0.14297729184188393,0.12223156714325764,0.11858704793944491,0.13484721054107093,0.14073451079338378,0.14073451079338378,0.13148303896832073,0,0.12867956265769553,,,,,,,,,,,,,
,Wound Care % of Sales,0.07748528174936924,0.07449116904962153,0.07686291000841043,0.06954777770589377,0.06980656013456686,0.07303055789178581,0.06924586487244183,0.07232968881412952,0.061536305018222597,0.0560695262125035,0.05873282870759742,0.054499579478553405,0.052565180824222034,0.05870479394449117,0.056742360527053545,0.05155592935239697,0.0623493131483039,0.06980656013456686,0.06352677319876647,0.05971404541631623,0.06456405943369779,0.06476030277544155,0.060555088309503784,0.05730305578917858,0.06136809643958508,0.06986262966077936,0.06212503504345389,0.05831230726100364,0.06672273619287918,0.07148864592094197,0.04008971124194,0.03616484440706476,0.06952621250350434,0.0832632464255677,0.07120829828987946,0.06307821698906645,0.07008690776562938,0.08634707036725539,0.07625455564900477,0.0560695262125035,0.06840482197925428,0.0941968040370059,0.08214185590131763,0.08214185590131763,0.07289038407625456,0,0.06980656013456686,,,,,,,,,,,,,
,"Q106: Strength in Skin Care, Baby & Kids Care and Women's Health, weakness in OTC Pharma & Nutritionals. Skin Care driven by Aveeno, Neutrogena, Roc and Johnson's Adult. Baby driven by Softwash, Softlotion and baby gift sets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
