Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,Indication,MOA,,,,,,,Price,38.62,
,efruxifermin,MASH,FGF21 mimetic,,,,,,,Shares,78.958609,Q424
,,,,,,,,,,MC,3049.3814795799994,
,,,,,,,,,,Cash,1106.2959999999998,Q424
,,,,,,,,,,Debt,35.123,Q324
,,,,,,,,,,EV,1978.2084795799997,
,,,,,,,,,,,,
,,,,,,,,,,PIC,1492.347,Q324
,,,,,,,,,,AD,756.132,Q324
,,,,,,,,,,,,
,,,,,,,,,,CEO: Andrew Cheng,,
