Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0
,Red Bull,,,,,,,,,,,,,,,,,,,,,,,5900.0,6030.0,6280.0,5540.0,6070.0,7160.0,7820.0,9680.0,10550.0,,,,,
,Monster,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.819,4598.638,5541.352,6311.05,7140.027,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,,,,133.388,154.02,188.233,177.964,259.939,325.883,384.757,347.435,355.708,401.977,265.748,347.435,391.27880000000005,442.17470000000003,318.89759999999995,416.92199999999997,,,,,,,,,,653.605,1318.014,1370.868,1645.0415999999998,1974.0499199999997,,
,COGS,,,,,79.494,94.701,109.583,98.957,146.121,166.889,190.675,181.19,192.879,192.879,143.519,173.7175,195.63940000000002,221.08735000000001,159.44879999999998,208.46099999999998,,,,,,,,,,,,,,947.5439615999999,,
,Gross Profit,,,,,53.894000000000005,59.31900000000002,78.65,79.007,113.81800000000001,158.99399999999997,194.082,166.245,162.82900000000004,209.09799999999998,122.22899999999998,173.7175,195.63940000000002,221.08735000000001,159.44879999999998,208.46099999999998,,,,,,,,,,,,,,1026.5059583999998,,
,SG&A,,,,,43.778,46.889,,111.753,68.905,94.181,96.385,107.302,114.85,114.85,125.443,107.302,114.85,114.85,125.443,107.302,,,,,,,,,,,,,,493.5124799999999,,
,Operating Income,,,,,10.116000000000007,12.430000000000014,78.65,-32.745999999999995,44.91300000000001,64.81299999999997,97.69699999999999,58.943,47.97900000000004,94.24799999999999,-3.214000000000013,66.4155,80.78940000000003,106.23735000000002,34.00579999999998,101.15899999999998,,,,,,,,,,,,,,532.9934784,,
,Interest Income,,,,,0.076,0.052,,3.899,4.806,4.614,7.0200000000000005,8.835,10.383000000000001,10.383000000000001,11.112,11.112,11.112,11.112,11.112,11.112,,,,,,,,,,,,,,,,
,Pretax Income,,,,,10.192000000000007,12.482000000000014,78.65,-28.846999999999994,49.71900000000001,69.42699999999998,104.71699999999998,67.77799999999999,58.362000000000045,104.63099999999999,7.897999999999987,77.52749999999999,91.90140000000002,117.34935000000002,45.11779999999998,112.27099999999997,,,,,,,,,,,,,,532.9934784,,
,Taxes,,,,,3.842,2.81,,-7.035,8.537,17.946,34.211,17.669,24.848,24.848,1.819,7.752749999999999,9.190140000000003,11.734935000000002,4.511779999999998,11.227099999999998,,,,,,,,,,,,,,79.94902176,,
,Net Income,,,,,6.350000000000007,9.672000000000013,78.65,-21.811999999999994,41.18200000000001,51.48099999999998,70.50599999999999,50.108999999999995,33.514000000000046,79.78299999999999,6.078999999999987,69.77474999999998,82.71126000000002,105.61441500000001,40.60601999999999,101.04389999999998,,,,,,,,,,,,,,453.04445663999996,,
,EPS,,,,,0.08110973444545219,0.12341142244679239,1.003547185219211,-0.28777244181751005,0.17429542443826532,,0.891454147753853,,0.14109791472825808,0.341910960211396,0.02601242640010949,0.29857057887169647,0.35392672531836245,0.4519307775914008,0.17375573394495408,0.4323732541421333,,,,,,,,,,,,,,1.9415272074029877,,
,Shares,,,,,78.289,78.372,78.372,75.796,236.277,,79.091,,237.523,233.344377,233.696,233.696,233.696,233.696,233.696,233.696,,,,,,,,,,,,,,233.344377,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
