Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146
,OpEx,,,1714,2532.3,1109.2,1222.4,1356.5,1487.4,1186.6,1101.2,1112.5,1234.4,1175.6,1117.6,1092.1,1156,1016.0999999999999,1005.1,1047.4,1200.7,569.4,541.5,556.1,672.5,,,,,,,,4125.700000000001,4125.9,3919.8999999999996,4187.5,4703.5,4655.299999999999,6495.4,5175.5,4634.700000000001,2283.4199999999996,4269.3,2222.525,2111.39875,2005.8288124999997,1905.5373718749995,1810.2605032812494,1719.7474781171868,1633.7601042113274,1552.072099000761,1474.468494050723,1400.7450693481867,1330.7078158807774,1264.1724250867385,1200.9638038324015,1140.9156136407814,1083.8698329587423,1029.6763413108051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OpInc,,,1212.999999999999,-170.30000000000064,1106.7000000000005,1092.8999999999996,910.6000000000004,586.5999999999995,591.3000000000002,1003.8999999999999,926.5,738.6999999999994,624.6000000000001,745.7,778.6000000000008,643.5000000000002,774.4000000000001,956.1000000000005,825.7999999999997,713.4999999999993,1188.5640000000003,1330.4376000000002,1338.6604000000002,1204.648,,,,,,,,4406.599999999997,5397.500000000004,6050.199999999999,6456.4000000000015,6933.100000000004,7767.200000000003,5144.000000000002,3696.7999999999993,4125.200000000001,6106.5740000000005,3269.800000000003,5302.4879,5284.7132249999995,5141.973691950001,5007.907262298501,4919.188563424956,4867.61697519988,4549.185144995391,4329.254119141146,4156.072194035445,4022.960462121773,3924.3329612071493,2961.751207036651,2811.5640164702877,2762.2664316404353,2740.2706159820477,2736.1730276687713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interest Income,,,-55.599999999999994,749.9,-438.4,-15.2,-481.7,-114.8,-380.6,29.4,101.3,-113.1,-69.4,14.7,-300,-67.3,-93.7,-85.2,-53.9,-71.7,-71.7,-71.7,-71.7,-71.7,,,,,,,,-25.8,-123.7,-208.5,-104.7,196.0,324.9,730.3,-1050.1,-363.0,,-304.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,,,1157.3999999999992,579.5999999999993,668.3000000000005,1077.6999999999996,428.9000000000004,471.79999999999944,210.70000000000016,1033.3,1027.8,625.5999999999993,555.2000000000002,760.4000000000001,478.6000000000008,576.2000000000003,680.7,870.9000000000004,771.8999999999997,641.7999999999993,1116.8640000000003,1258.7376000000002,1266.9604000000002,1132.9479999999999,,,,,,,,4380.7999999999965,5273.800000000004,5841.699999999999,6351.700000000002,7129.100000000004,8092.100000000002,5874.300000000002,2646.6999999999994,3762.2000000000007,6106.5740000000005,2965.300000000003,5302.4879,5284.7132249999995,5141.973691950001,5007.907262298501,4919.188563424956,4867.61697519988,4549.185144995391,4329.254119141146,4156.072194035445,4022.960462121773,3924.3329612071493,2961.751207036651,2811.5640164702877,2762.2664316404353,2740.2706159820477,2736.1730276687713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,256.3,-4.999999999999999,56.800000000000004,951.8,-38.1,36.80000000000001,43.60000000000001,210.79999999999998,236.2,54.3,50.7,108.9,72.9,42.7,71.4,115.1,95,69.8,167.52960000000004,188.81064,190.04406000000003,169.94219999999999,,,,,,,,996.6999999999999,1207.8,2589.7,2589.7,1468.8999999999999,1237.4,1052.2,1007.3,544.9,1221.3148,351.3,1060.49758,1056.9426449999999,1028.3947383900002,1001.5814524597004,983.8377126849912,973.523395039976,909.8370289990783,865.8508238282292,831.2144388070891,804.5920924243546,784.8665922414299,592.3502414073303,562.3128032940575,552.4532863280871,548.0541231964096,547.2346055337542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,,,901.0999999999992,584.5999999999993,611.5000000000006,125.89999999999964,467.0000000000004,434.99999999999943,167.10000000000014,822.5,791.5999999999999,571.2999999999994,504.50000000000017,651.5000000000001,405.70000000000084,533.5000000000002,609.3000000000001,755.8000000000004,676.8999999999997,571.9999999999993,949.3344000000002,1069.9269600000002,1076.9163400000002,963.0057999999999,,,,,,,,3384.0999999999967,4066.0000000000036,3251.999999999999,3762.000000000002,5660.200000000004,6854.700000000003,4822.100000000002,1639.3999999999994,3217.3000000000006,4885.2592,2614.0000000000027,4241.99032,4227.770579999999,4113.578953560001,4006.325809838801,3935.3508507399647,3894.0935801599035,3639.348115996313,3463.4032953129163,3324.857755228356,3218.3683696974185,3139.4663689657195,2369.400965629321,2249.25121317623,2209.8131453123483,2192.2164927856384,2188.938422135017,2167.049037913667,2145.3785475345303,2123.924762059185,2102.685514438593,2081.658659294207,2060.842072701265,2040.2336519742523,2019.8313154545099,1999.6330022999648,1979.636672276965,1959.8403055541955,1940.2419024986536,1920.839483473667,1901.6310886389304,1882.614777752541,1863.7886299750155,1845.1507436752654,1826.6992362385126,1808.4322438761276,1790.3479214373663,1772.4444422229926,1754.7199978007627,1737.172797822755,1719.8010698445275,1702.6030591460822,1685.5770285546214,1668.7212582690752,1652.0340456863844,1635.5137052295206,1619.1585681772253,1602.966982495453,1586.9373126704986,1571.0679395437935,1555.3572601483556,1539.803687546872,1524.4056506714032,1509.1615941646892,1494.0699782230422,1479.1292784408117,1464.3379856564036,1449.6946057998396,1435.197659741841,1420.8456831444228,1406.6372263129786,1392.5708540498488,1378.6451455093502,1364.8586940542566,1351.210107113714,1337.698006042577,1324.3210259821512,1311.0778157223297,1297.9670375651062,1284.9873671894552,1272.1374935175606,1259.416118582385,1246.8219573965612,1234.3537378225956,1222.0102004443695,1209.7900984399257,1197.6921974555264,1185.715275480971,1173.8581227261614,1162.1195414988997,1150.4983460839107,1138.9933626230716,1127.6034289968409,1116.3273947068724,1105.1641207598036,1094.1124795522055,1083.1713547566835,1072.3396412091167,1061.6162447970255,1051.0000823490552,1040.4900815255646,1030.085180710309,1019.784328903206,1009.5864856141739,999.4906207580322,989.4957145504518,979.6007574049472,969.8047498308978,960.1067023325888,950.505635309263,941.0005789561703,931.5905731666086,922.2746674349424,913.051920760593
,Shares,,,5.73218829516539,3.796103896103892,4.015101772816813,0.8387741505662868,3.1426648721399757,2.9491525423728775,1.1321138211382122,5.625854993160055,5.466850828729281,3.934573002754817,3.47451790633609,4.477663230240551,2.801795580110503,3.661633493479755,4.176148046607265,5.180260452364636,4.633127994524297,3.9151266255989,6.497839835728954,7.323250924024642,7.371090622861056,6.591415468856947,,,,,,,,14.266863406408081,17.586505190311435,14.862888482632536,17.661971830985923,27.570384802727734,36.57790821771613,29.895226286422826,10.956725146198826,22.043850633778696,33.472142514559785,17.904109589041113,29.05472821917808,28.957332739726024,28.1751983120548,27.440587738621925,26.95445788178058,26.67187383671167,24.927041890385706,23.721940378855592,22.77299832348189,22.043618970530265,21.50319430798438,16.22877373718713,15.405830227234453,15.135706474742111,15.01518145743588,14.992728918732993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,,,157.2,154,152.3,150.1,148.6,147.5,147.6,146.2,144.8,145.2,145.2,145.5,144.8,145.7,145.9,145.9,146.1,146.1,146.1,146.1,146.1,146.1,,,,,,,,237.2,231.2,218.8,213.0,205.3,187.4,161.3,149.625,145.95,145.95,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminal,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,-0.1768904949497937,-0.04154105026992916,-0.06020786933927258,-0.06699099099099082,-0.09730468890568233,-0.06952927837313927,-0.027174342365115844,-0.05140782511297359,0.008690452461630693,-0.06198899371069155,-0.07003654080389765,0.0036237785016288715,-0.025491048492274015,0.028663621506096915,-0.016022702466710226,-0.026362124224106664,-0.014851163922458999,-0.019595062533099505,,,,,,,,5.981293618245915,0.10929271484958791,0.06363923521432913,0.07206868842149405,0.09605748784005108,0.068758408967583,-0.06491212207624197,-0.18316647575978484,0.005117464942633765,-0.07306444891377228,-0.054321373769754544,-0.05157711427360778,-0.01712966166476615,-0.0335729733932264,-0.032787401460882104,-0.026614166627992875,-0.02111385523253284,-0.06139317278956724,-0.04878241985136611,-0.042640982790947746,-0.0367345106046133,-0.031097697580259598,-0.195834283427734,-0.05049684528101028,-0.027251094551470012,-0.020250553375030123,-0.015242923407104203,,NPV,36704.62626330613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Product y/y,,,,,,,,-0.04683698296836969,-0.06574128498440113,-0.08103756708407861,-0.11044112980006349,-0.1318716382532592,-0.15578570391521074,-0.10380572318473802,-0.08185107792671109,-0.03995799422420565,-0.027344645723458072,0.030084170513168695,-0.01781848459617008,0.0022970903522203656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Share,251.4015497486721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,0.866976689079115,0.8280165463086308,0.8225315515961397,0.8343423423423424,0.8158264061319227,0.7585677188105775,0.7022276641124892,0.8130624541346414,0.8128363563882799,0.7755896226415093,0.7308972797401543,0.758672638436482,0.7393194482867645,0.7540962997108495,0.7817070508622571,0.7956509391861739,0.7596723173006732,0.7798101601010307,,,,,,,,,,,,0.8793194067997485,0.8847618870659062,0.8708423590245266,0.8671978751660027,0.8649882181537067,0.8639996105133574,0.8657304791514808,0.8078947368421053,0.7935985939736551,0.82,0.7791626618712472,0.82,0.82,0.82,0.82,0.82,0.82,0.8199999999999998,0.8199999999999998,0.82,0.82,0.8200000000000001,0.82,0.82,0.82,0.82,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Debt,,,,,,,,,,124.39999999999964,1104.8000000000002,846.6999999999998,1117.5999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,7401.599999999999,7384,7127.7,7400.299999999999,,,,,2590.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,1567.6,1568.8,1705,1634.4,,,,,1627.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD20,,,,,,,,,,,415.4,431.4,393.8,,,,,451.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventory,,,,,,,,,,1294.2,1375,1344.4,1281,,,,,2506.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCA,,,,,,,,,,2081.2,1495.5,1417.6,1412,,,,,615.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,3355.1,3266.4,3298.6,3300.9,,,,,3249.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,,321.1,424.5,403.9,399.1,,,,,389.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,7824.900000000001,7750.1,7599.1,7565.1,,,,,14460.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,1235.7,1174.5,1226.4,1211.8,,,,,915.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,25081.4,24854.199999999997,24554.100000000002,24598.399999999998,0,0,0,0,26804.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,566.2,259.9,235.5,,,,,281.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,383.2,491.5,491.2,,,,,354.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AE,,,,,,,,,,4018.2,3305.9,2521.4,2288.2,,,,,2472.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,7277.2,6279.2,6281,6282.7,,,,,6292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,480.6,354.8,334.7,251.3,,,,,590.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,,,,,274.2,1198.1,333,327,,,,,367.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,,,,,,1167.8,,944.2,935.5,,,,,556.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,11863.4,12766.8,13388.4,13787,,,,,15889.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,25081.4,24854.199999999997,24554.1,24598.399999999998,0,0,0,0,26804.100000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
