Main,Unnamed: 1,Unnamed: 2
,Brand,"fka AM833, NN0174-0833"
,Generic,cagrilintide
,MOA,amylin analog
,Indication,"Obesity, Type 2 Diabetes"
,Regulatory,Filing BLA Q116
,Clinical Trials,
,,Phase II 32-week n=620 T2D/CKD 2.4mg semaglutide + 2.4mg cagrilintide
,,mono-components vs. combination
,,
,,"Phase III ""REIMAGINE"""
,,
,,"Phase III ""REIMAGINE 2"" obesity"
,,Initiated Q123
,,
,,"Phase III ""REIMAGINE 3"" obesity"
,,Initiated Q123
,,
,,"Phase IIIa ""REIMAGINE 4"" CagriSema (qw 2.4/2.4) vs tirzepatide (qw 15mg) - 68-weeks n=1000 T2D"
,,
,,Phase IIIb 72-week trial n=800 obesity
,,initiated 11/2023
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,"Phase IIIa ""REDEFINE 2"" 68-week trial n=1200 obesity in T2D"
,,2.4mg/2.4mg sema/car
,,Initiated 2/2023
,,15.7% weight loss
,,
,,"Phase IIIa ""REDEFINE 3"" CVOT n=4000"
,,Initiated 4/2023
,,
,,
,,"Phase III ""REDEFINE 1"" n=3417 obesity vs. components"
,,22.7% weight loss at 68 weeks
,,11.8% weight loss with cagri
,,16.1% weight loss with sema
,,2.3% weight loss with placebo
,,
,,"Phase III ""REDEFINE 4"" vs. tirzepatide n=800 obesity"
