Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Genomics,,,,,,91.924,96.815,,,112.324,116.422,
,Data & Services,,,,,,40.493,39.242,,,53.645,64.507,
,Revenue,,,,,,132.417,136.057,,,165.969,180.929,200
,COGS,,,,,,60.768,62.03,,,90.456,75.09,
,Gross Profit,,,,,,71.649,74.02699999999999,,,75.51299999999999,105.839,
,T&D,,,,,,23.427,24.156,,,77.908,30.68,
,R&D,,,,,,22.171,23.234,,,68.025,27.348,
,SG&A,,,,,,71.189,71.426,,,463.072,101.427,
,Operating Expenses,,,,,,116.78699999999999,118.816,,,609.005,159.455,
,Operating Income,,,,,,-45.13799999999999,-44.789000000000016,,,-533.492,-53.616000000000014,
,Interest,,,,,,-9.754999999999999,-10.859,,,-11.577,-8.972,
,Pretax Income,,,,,,-54.89299999999999,-55.64800000000002,,,-545.069,-62.588000000000015,
,Taxes,,,,,,0,0,,,0,0,
,Net Income,,,,,,-54.89299999999999,-55.64800000000002,,,-545.069,-62.588000000000015,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,0.25338136342010453,0.3298029502340931,
